Date,EnergyProduction,CarbonFootprint,SystemEfficiency,MaintenanceCosts,ProductionSource,CustomerFeedback,Temperature,Humidity,Demand,OutageDuration,OutageReason
2022-11-16 11:46:36,4312.3,203.57,89.71,2112.71,Solar,Neutral,0.85,21.94,714.17,5.73,Unknown
2023-04-03 11:46:36,3599.9,234.05,88.69,2174.84,Coal,Neutral,15.07,35.13,797.21,9.16,Weather
2024-04-11 11:46:36,3511.02,104.07,80.5,1842.42,Solar,Negative,37.72,70.61,663.06,0.12,Weather
2024-04-14 11:46:36,6082.45,362.66,82.7,1458.87,Natural Gas,Positive,27.89,21.56,995.13,16.57,Unknown
2023-08-07 11:46:36,6264.96,190.02,92.06,2201.48,Solar,Positive,23.34,40.7,939.75,7.63,Weather
2022-07-22 11:46:36,3855.55,472.25,93.6,2042.32,Wind,Neutral,38.42,49.95,628.73,12.69,Maintenance
2022-07-04 11:46:36,7217.29,324.25,94.58,2404.48,Coal,Neutral,15.81,37.51,630.37,0.76,Equipment Failure
2023-09-18 11:46:36,5597.0,159.69,83.96,2270.52,Wind,Positive,32.54,52.99,843.81,7.35,Weather
2023-05-27 11:46:36,3336.81,466.35,93.06,2674.09,Coal,Positive,2.97,69.1,773.31,6.55,Weather
2024-02-02 11:46:36,8414.33,250.31,88.74,3800.8,Wind,Negative,40.0,42.3,658.38,11.13,Equipment Failure
2022-10-12 11:46:36,9597.96,424.34,84.0,3112.3,Coal,Negative,5.11,58.64,737.68,22.3,Maintenance
2022-10-26 11:46:36,9983.2,188.16,82.04,1092.1,Hydro,Positive,39.92,62.35,631.07,21.68,Maintenance
2022-10-08 11:46:36,2346.13,406.42,94.92,4139.51,Solar,Positive,10.09,61.29,997.54,15.19,Equipment Failure
2022-12-24 11:46:36,5720.84,438.12,93.24,3011.82,Natural Gas,Positive,38.56,33.08,752.99,12.42,Weather
2024-01-30 11:46:36,4635.7,360.71,85.41,1889.66,Solar,Neutral,11.04,40.96,976.67,8.67,Unknown
2024-05-14 11:46:36,3449.09,196.91,93.42,1446.76,Hydro,Neutral,37.94,65.84,815.8,9.84,Equipment Failure
2022-10-15 11:46:36,2947.48,155.82,83.73,3106.87,Hydro,Negative,25.32,44.64,871.47,2.95,Maintenance
2022-08-19 11:46:36,5574.58,230.77,90.02,1871.93,Solar,Negative,5.66,68.18,513.4,18.07,Equipment Failure
2022-08-17 11:46:36,1720.63,483.63,80.45,3261.3,Coal,Neutral,4.97,24.65,837.43,15.77,Maintenance
2023-09-02 11:46:36,4463.88,195.13,90.23,1314.36,Hydro,Negative,12.83,58.89,891.67,15.5,Unknown
2024-02-17 11:46:36,7013.47,113.76,84.21,1255.76,Solar,Neutral,24.89,35.98,991.58,20.52,Equipment Failure
2023-04-25 11:46:36,7194.27,215.28,93.32,2753.97,Coal,Negative,32.18,51.47,548.34,1.86,Weather
2023-09-20 11:46:36,8902.13,386.78,90.88,4440.52,Wind,Neutral,25.54,32.88,903.51,18.27,Unknown
2024-03-02 11:46:36,1527.19,419.87,91.17,1070.26,Natural Gas,Negative,2.92,63.44,815.33,13.92,Maintenance
2022-11-18 11:46:36,1088.03,450.31,83.11,1396.05,Wind,Neutral,19.38,73.63,908.02,5.76,Maintenance
2023-09-05 11:46:36,5511.93,491.12,86.61,1464.0,Coal,Neutral,4.36,36.93,905.43,4.67,Unknown
2022-12-04 11:46:36,6751.73,180.35,83.06,2057.57,Coal,Positive,21.06,70.95,977.65,1.14,Unknown
2022-09-27 11:46:36,9820.82,250.43,80.3,1411.07,Natural Gas,Negative,30.75,75.15,654.34,21.73,Weather
2023-04-01 11:46:36,8257.67,104.14,93.05,4122.7,Wind,Positive,32.75,58.73,526.4,20.77,Unknown
2023-04-22 11:46:36,6041.16,251.29,92.1,4611.14,Natural Gas,Positive,5.93,79.98,605.92,16.61,Maintenance
2023-02-08 11:46:36,6763.82,154.8,82.32,4948.93,Natural Gas,Negative,22.54,76.89,765.24,15.07,Equipment Failure
2023-05-31 11:46:36,6489.09,210.3,94.82,1653.24,Wind,Negative,1.02,54.55,526.47,3.72,Maintenance
2023-06-17 11:46:36,5085.37,434.76,88.5,2543.62,Wind,Neutral,20.43,25.35,551.57,7.46,Equipment Failure
2023-12-15 11:46:36,8225.15,102.8,89.0,1250.2,Wind,Negative,15.77,24.65,535.22,4.71,Weather
2023-09-26 11:46:36,9425.83,497.2,88.51,2840.81,Hydro,Neutral,7.67,52.33,986.19,9.06,Equipment Failure
2022-06-23 11:46:36,8280.69,181.29,91.93,4217.34,Wind,Positive,18.79,57.94,852.92,17.53,Equipment Failure
2024-01-16 11:46:36,4711.95,492.3,80.09,3179.72,Hydro,Negative,32.29,51.04,942.88,13.13,Maintenance
2024-02-13 11:46:36,4804.59,497.45,92.99,4787.46,Natural Gas,Negative,23.68,28.04,714.37,3.75,Maintenance
2022-11-14 11:46:36,6160.43,248.17,92.26,3544.02,Solar,Neutral,17.4,25.29,529.75,7.5,Weather
2022-11-27 11:46:36,1525.79,362.04,87.18,4998.96,Natural Gas,Negative,10.1,70.33,593.04,17.82,Unknown
2023-01-19 11:46:36,3179.87,150.67,92.79,2002.2,Solar,Negative,23.86,76.4,788.72,20.27,Equipment Failure
2023-04-24 11:46:36,2632.81,494.97,84.21,2374.7,Hydro,Negative,10.54,56.22,858.02,15.22,Maintenance
2023-07-25 11:46:36,9319.35,185.57,86.45,3803.14,Hydro,Neutral,26.23,48.44,522.96,12.2,Equipment Failure
2023-05-27 11:46:36,8769.07,364.63,87.63,4216.8,Solar,Neutral,8.06,38.88,651.48,10.41,Equipment Failure
2023-01-28 11:46:36,3786.02,239.68,83.66,1808.94,Wind,Negative,34.73,29.06,717.01,13.06,Weather
2023-02-23 11:46:36,8906.74,110.72,89.62,3664.77,Coal,Positive,10.03,75.0,883.33,5.61,Equipment Failure
2023-07-23 11:46:36,5227.26,419.51,84.18,3698.74,Coal,Negative,25.4,21.69,993.68,2.0,Maintenance
2024-03-31 11:46:36,9987.46,399.25,91.97,1280.27,Hydro,Negative,12.23,43.75,998.4,13.99,Weather
2023-12-18 11:46:36,7034.29,438.42,94.57,3907.76,Solar,Neutral,10.87,24.42,989.96,3.45,Equipment Failure
2023-11-30 11:46:36,9751.44,498.93,91.44,1890.69,Natural Gas,Neutral,26.25,58.23,778.51,22.66,Weather
2024-04-02 11:46:36,3063.58,440.04,84.34,4428.15,Solar,Negative,10.68,57.85,954.94,2.33,Unknown
2023-02-04 11:46:36,4815.13,247.27,94.81,2235.79,Coal,Neutral,39.02,32.37,621.46,19.91,Weather
2023-11-08 11:46:36,3174.71,326.66,86.31,3225.22,Wind,Neutral,10.86,63.63,568.81,19.11,Maintenance
2023-06-11 11:46:36,8899.12,334.08,90.54,3493.97,Natural Gas,Neutral,23.22,68.12,814.35,9.25,Weather
2023-05-08 11:46:36,7413.81,201.28,82.49,3884.0,Hydro,Negative,29.79,67.61,604.94,16.27,Weather
2024-04-05 11:46:36,7060.39,231.62,91.54,4234.84,Solar,Neutral,7.33,54.58,957.48,1.18,Weather
2022-11-20 11:46:36,3106.07,325.65,92.69,2492.63,Coal,Negative,34.88,69.72,683.93,20.5,Equipment Failure
2023-07-22 11:46:36,5984.63,464.09,93.81,2699.96,Solar,Positive,6.64,21.32,651.12,1.5,Maintenance
2023-01-29 11:46:36,3319.17,194.21,81.71,2083.35,Hydro,Negative,4.36,39.32,840.52,2.07,Maintenance
2023-07-30 11:46:36,1221.86,184.63,85.55,2617.76,Hydro,Neutral,21.95,51.72,777.23,8.88,Weather
2024-02-20 11:46:36,3516.05,109.28,84.94,1123.4,Solar,Negative,20.54,75.16,958.57,0.54,Maintenance
2022-07-26 11:46:36,5587.92,439.24,84.18,2952.56,Coal,Negative,25.6,57.51,656.87,22.19,Equipment Failure
2023-09-03 11:46:36,4690.33,387.48,84.21,4590.07,Wind,Positive,34.56,52.09,826.74,21.71,Equipment Failure
2024-02-03 11:46:36,5813.62,358.67,86.77,1850.21,Wind,Negative,14.63,26.46,616.4,22.2,Weather
2023-06-11 11:46:36,3460.24,173.3,86.88,3907.42,Wind,Neutral,26.07,79.34,895.15,18.4,Equipment Failure
2022-07-08 11:46:36,1557.98,321.16,94.99,2789.09,Hydro,Positive,35.07,49.47,904.63,17.28,Unknown
2022-12-13 11:46:36,8782.68,459.7,89.71,2700.77,Solar,Neutral,24.92,36.76,742.92,22.45,Equipment Failure
2022-09-18 11:46:36,6731.38,320.78,91.68,3111.7,Hydro,Neutral,8.66,21.81,764.66,6.72,Unknown
2023-07-20 11:46:36,2486.52,308.21,94.72,1336.3,Natural Gas,Positive,29.08,47.42,515.84,21.72,Unknown
2024-04-22 11:46:36,6605.58,315.23,92.81,1685.69,Natural Gas,Negative,32.66,44.49,648.94,16.18,Unknown
2023-04-28 11:46:36,4913.55,101.14,88.57,4766.33,Natural Gas,Negative,23.74,50.24,822.77,7.96,Weather
2022-06-06 11:46:36,3632.78,495.78,80.53,3415.25,Coal,Neutral,32.48,36.05,790.19,16.55,Unknown
2023-08-28 11:46:36,2200.84,125.5,86.58,3583.37,Coal,Negative,14.41,68.74,761.44,8.03,Weather
2024-04-29 11:46:36,6563.95,149.83,85.18,3703.19,Natural Gas,Neutral,9.61,56.3,806.65,6.03,Unknown
2022-12-26 11:46:36,5896.53,148.6,93.55,3568.96,Wind,Negative,22.83,28.07,743.94,22.37,Maintenance
2023-08-08 11:46:36,6282.88,483.62,84.75,2627.39,Wind,Negative,26.11,36.64,916.32,20.43,Maintenance
2023-04-08 11:46:36,9767.34,460.18,92.54,4070.91,Hydro,Negative,20.63,67.64,913.3,18.92,Weather
2023-01-05 11:46:36,1907.27,176.22,81.12,3154.83,Coal,Negative,7.29,74.19,536.2,1.29,Unknown
2023-06-03 11:46:36,7617.97,435.34,92.91,1121.7,Natural Gas,Negative,5.92,23.21,674.19,19.56,Unknown
2023-12-04 11:46:36,4827.52,287.67,82.79,1777.75,Natural Gas,Positive,11.16,58.81,537.42,10.98,Equipment Failure
2023-08-01 11:46:36,9262.46,376.16,80.14,1812.89,Hydro,Positive,9.08,77.01,617.3,17.4,Unknown
2022-10-31 11:46:36,3080.46,313.46,80.32,2862.75,Hydro,Negative,21.67,57.26,524.27,19.83,Equipment Failure
2023-09-16 11:46:36,6133.03,447.67,84.57,2323.94,Wind,Positive,19.93,23.15,819.59,4.11,Weather
2024-01-10 11:46:36,2093.87,243.68,93.31,4951.08,Wind,Negative,3.18,66.79,948.89,21.43,Unknown
2023-04-11 11:46:36,7234.46,403.25,83.61,2256.26,Solar,Positive,33.64,23.84,973.1,15.38,Equipment Failure
2022-09-03 11:46:36,9706.28,133.03,82.31,4521.61,Coal,Negative,31.14,60.02,710.26,9.97,Maintenance
2022-11-14 11:46:36,3174.18,400.02,89.06,3065.15,Natural Gas,Neutral,35.59,64.58,686.81,16.82,Maintenance
2023-12-18 11:46:36,5692.34,459.64,93.05,2614.54,Hydro,Negative,38.99,21.5,633.51,15.62,Unknown
2024-03-09 11:46:36,9393.06,119.44,86.45,1753.7,Hydro,Neutral,4.71,69.63,517.55,6.11,Maintenance
2023-10-20 11:46:36,7535.7,434.42,90.18,2969.57,Solar,Positive,23.35,28.42,737.91,14.42,Equipment Failure
2024-05-19 11:46:36,5084.96,119.12,92.99,4571.35,Wind,Neutral,12.21,78.12,649.49,5.2,Equipment Failure
2022-08-19 11:46:36,4752.87,467.57,87.69,4581.36,Solar,Positive,27.09,44.72,718.06,7.02,Maintenance
2023-05-10 11:46:36,7934.69,147.75,94.07,1055.42,Coal,Neutral,36.81,32.59,830.45,12.95,Maintenance
2024-01-22 11:46:36,5153.22,437.25,83.99,2438.48,Wind,Positive,9.43,37.32,598.4,4.08,Unknown
2024-02-13 11:46:36,4653.92,119.51,87.41,1207.48,Wind,Negative,37.72,51.4,843.53,19.96,Unknown
2024-05-18 11:46:36,2015.32,303.88,91.9,4334.66,Hydro,Neutral,35.0,37.46,862.74,3.66,Weather
2022-05-25 11:46:36,4937.98,336.76,85.27,1145.55,Hydro,Negative,37.82,32.58,755.63,22.72,Weather
2024-01-28 11:46:36,8592.73,196.9,83.78,1899.75,Natural Gas,Positive,8.63,57.46,988.54,6.39,Equipment Failure
2024-05-16 11:46:36,5426.81,189.28,85.76,3333.07,Coal,Negative,36.71,57.83,949.44,20.01,Equipment Failure
2023-01-22 11:46:36,7397.37,247.26,80.94,2160.6,Natural Gas,Positive,1.96,59.59,931.01,13.3,Equipment Failure
2022-05-23 11:46:36,2491.8,224.49,83.39,1014.51,Coal,Negative,28.21,55.76,825.64,6.16,Weather
2023-07-21 11:46:36,2074.7,200.94,84.76,4525.83,Wind,Neutral,23.84,50.99,751.44,8.22,Weather
2022-10-23 11:46:36,9420.5,468.73,80.69,2896.77,Solar,Positive,27.89,57.26,541.23,4.88,Unknown
2024-05-13 11:46:36,9859.76,123.45,86.79,1889.07,Hydro,Neutral,20.29,74.34,760.35,12.83,Unknown
2023-04-05 11:46:36,7346.33,417.2,92.73,4984.02,Hydro,Negative,13.66,49.22,784.72,6.26,Unknown
2022-12-30 11:46:36,3763.22,490.39,90.23,2773.71,Hydro,Positive,4.2,67.97,993.13,9.55,Unknown
2024-01-25 11:46:36,5534.99,372.44,80.62,4825.09,Wind,Neutral,16.28,56.88,545.89,2.45,Unknown
2023-05-07 11:46:36,8726.92,497.98,82.69,4904.43,Coal,Neutral,22.91,70.09,817.6,9.85,Unknown
2024-04-10 11:46:36,1230.39,487.92,92.09,3701.97,Hydro,Positive,19.15,35.39,588.1,10.69,Equipment Failure
2022-12-21 11:46:36,9421.65,321.14,84.17,3106.17,Natural Gas,Positive,10.35,28.71,846.53,3.7,Equipment Failure
2023-02-02 11:46:36,2386.44,233.44,80.05,3745.44,Natural Gas,Neutral,31.91,73.43,729.27,7.38,Maintenance
2022-08-21 11:46:36,7047.96,299.92,86.4,4879.48,Hydro,Neutral,5.98,29.93,703.6,6.68,Equipment Failure
2023-11-14 11:46:36,6032.48,282.54,91.31,3870.24,Coal,Positive,38.3,62.5,995.66,3.05,Equipment Failure
2023-02-08 11:46:36,5112.51,221.94,82.97,1160.19,Solar,Negative,11.64,20.11,974.13,21.27,Weather
2023-10-08 11:46:36,9966.38,206.68,91.98,1053.24,Wind,Positive,28.88,34.2,722.41,13.88,Equipment Failure
2022-07-17 11:46:36,8396.43,351.18,81.61,2761.05,Natural Gas,Negative,38.09,78.68,958.11,21.88,Equipment Failure
2023-12-23 11:46:36,1621.92,409.92,83.02,3871.87,Solar,Positive,3.47,20.69,713.62,2.11,Weather
2024-01-12 11:46:36,2788.87,264.93,82.8,3390.07,Wind,Positive,38.4,46.04,502.25,17.59,Weather
2022-09-05 11:46:36,6353.21,213.67,85.03,4431.6,Coal,Positive,22.62,58.38,947.57,16.45,Equipment Failure
2023-09-25 11:46:36,1159.88,308.42,91.72,3953.99,Coal,Positive,37.57,42.11,779.18,1.17,Maintenance
2022-05-23 11:46:36,4734.99,457.37,81.18,1694.5,Wind,Positive,12.57,78.3,912.49,17.71,Unknown
2023-03-13 11:46:36,1285.72,340.84,91.97,1927.59,Wind,Positive,20.51,71.27,850.46,12.64,Weather
2024-02-22 11:46:36,7790.19,493.61,90.56,2236.43,Coal,Negative,15.35,56.93,692.12,15.87,Equipment Failure
2023-09-11 11:46:36,9187.33,237.1,93.9,4899.13,Coal,Neutral,24.42,39.32,949.14,10.47,Equipment Failure
2023-08-09 11:46:36,4070.17,273.63,86.71,3730.81,Coal,Neutral,8.3,21.97,535.88,20.49,Unknown
2023-06-07 11:46:36,2322.56,417.08,87.42,2598.67,Solar,Positive,27.57,69.47,704.04,3.47,Weather
2023-08-02 11:46:36,1419.28,169.66,90.57,3048.11,Solar,Positive,20.01,28.08,599.15,14.92,Equipment Failure
2024-05-16 11:46:36,7717.08,173.11,89.48,1699.86,Natural Gas,Negative,27.68,42.15,991.47,11.16,Unknown
2022-05-24 11:46:36,2377.85,113.91,94.3,1376.39,Solar,Negative,33.99,58.89,862.57,20.94,Maintenance
2022-06-24 11:46:36,8944.46,279.72,89.1,1909.43,Hydro,Neutral,33.42,73.96,938.39,11.84,Unknown
2024-01-02 11:46:36,5719.76,283.65,80.33,4736.58,Natural Gas,Positive,32.81,59.84,727.37,20.29,Unknown
2024-02-22 11:46:36,1272.05,162.05,81.69,1932.8,Coal,Neutral,22.59,44.62,694.69,5.46,Maintenance
2022-07-04 11:46:36,4766.91,462.55,90.53,3794.23,Wind,Negative,26.33,55.0,861.54,16.99,Equipment Failure
2024-01-09 11:46:36,7728.91,359.04,86.93,1511.95,Wind,Positive,13.67,32.27,631.47,20.41,Maintenance
2022-06-07 11:46:36,2378.2,317.78,85.45,2510.07,Wind,Negative,0.53,58.36,708.19,16.48,Equipment Failure
2023-02-14 11:46:36,8856.39,390.58,89.85,1150.84,Coal,Positive,15.78,59.52,598.59,11.44,Maintenance
2022-08-06 11:46:36,2886.54,472.84,84.4,1793.75,Natural Gas,Negative,18.55,38.8,878.52,5.13,Equipment Failure
2022-09-27 11:46:36,6799.73,301.29,84.92,2897.54,Wind,Neutral,7.76,37.02,818.89,5.23,Unknown
2024-04-22 11:46:36,4053.33,178.28,91.68,2126.75,Natural Gas,Neutral,13.35,30.92,972.47,5.63,Weather
2022-05-23 11:46:36,6528.74,150.36,88.94,3544.29,Natural Gas,Neutral,38.16,25.71,789.65,15.56,Weather
2022-11-02 11:46:36,1164.65,374.75,94.87,1732.34,Wind,Neutral,32.1,79.92,947.71,7.86,Unknown
2022-10-11 11:46:36,9759.9,141.22,80.67,2019.3,Wind,Neutral,31.27,60.11,565.29,1.78,Maintenance
2024-04-09 11:46:36,1706.5,197.58,81.87,1583.62,Coal,Negative,36.37,48.1,957.85,5.78,Maintenance
2023-08-25 11:46:36,4365.77,278.07,82.76,1229.91,Hydro,Neutral,2.47,65.62,896.11,4.58,Equipment Failure
2024-03-16 11:46:36,8194.33,355.19,87.18,3322.55,Wind,Neutral,5.76,35.91,819.32,22.93,Equipment Failure
2023-07-28 11:46:36,5909.25,374.16,92.92,3914.58,Solar,Negative,33.79,62.74,549.83,19.35,Unknown
2023-05-19 11:46:36,3628.37,207.46,85.84,1854.95,Solar,Positive,11.79,39.93,655.54,8.35,Unknown
2022-08-19 11:46:36,7975.07,172.11,91.93,2109.54,Hydro,Neutral,24.47,71.13,973.46,8.61,Maintenance
2023-01-25 11:46:36,6378.83,488.23,92.46,2075.31,Wind,Neutral,16.12,68.69,925.76,18.3,Unknown
2023-07-31 11:46:36,5354.92,383.08,90.99,4744.36,Natural Gas,Neutral,29.96,49.46,606.63,21.12,Unknown
2023-06-15 11:46:36,8084.27,476.8,83.15,2826.33,Wind,Neutral,7.59,33.91,521.43,10.75,Unknown
2023-04-16 11:46:36,8000.92,294.67,89.45,3301.07,Natural Gas,Positive,32.68,71.08,812.99,1.41,Maintenance
2023-03-22 11:46:36,7469.7,104.33,80.54,3349.24,Hydro,Neutral,17.01,37.6,785.95,20.29,Equipment Failure
2023-07-31 11:46:36,2454.74,182.28,85.42,1136.23,Hydro,Negative,10.71,39.97,687.87,22.9,Maintenance
2022-07-28 11:46:36,8867.99,114.71,84.76,2172.32,Solar,Positive,23.95,55.51,618.55,7.74,Equipment Failure
2022-12-02 11:46:36,2289.73,209.12,93.33,1315.24,Hydro,Positive,31.02,45.83,973.12,2.67,Equipment Failure
2022-10-23 11:46:36,2676.12,315.5,90.28,1312.12,Solar,Positive,24.7,55.56,949.04,3.68,Equipment Failure
2023-08-28 11:46:36,9201.75,261.83,88.23,2342.94,Solar,Neutral,20.52,43.93,513.72,18.17,Maintenance
2023-07-07 11:46:36,8826.26,139.59,86.5,3235.23,Solar,Negative,15.3,68.4,943.35,15.55,Unknown
2023-04-28 11:46:36,6770.58,298.56,83.13,2654.94,Coal,Positive,7.35,21.37,527.65,15.95,Equipment Failure
2022-11-23 11:46:36,3979.23,278.12,84.44,1746.37,Solar,Neutral,34.91,58.77,604.55,15.8,Equipment Failure
2023-08-30 11:46:36,6217.35,157.53,88.92,3614.58,Natural Gas,Neutral,14.64,67.47,827.12,15.93,Weather
2024-04-28 11:46:36,8311.99,303.22,84.11,2536.82,Wind,Neutral,14.05,75.47,991.3,2.78,Weather
2023-06-19 11:46:36,3870.09,299.54,90.34,1046.06,Coal,Negative,38.62,26.53,863.44,22.36,Maintenance
2023-08-24 11:46:36,6391.29,314.2,80.17,3917.83,Hydro,Positive,0.95,74.16,592.98,18.62,Maintenance
2022-06-18 11:46:36,4296.9,230.62,80.59,3988.48,Solar,Negative,20.35,47.12,976.62,11.62,Weather
2022-09-09 11:46:36,9473.78,173.19,84.45,2095.89,Solar,Neutral,26.25,45.61,933.8,1.12,Equipment Failure
2022-07-29 11:46:36,7915.47,329.33,90.13,1015.6,Natural Gas,Positive,8.92,31.56,863.15,21.0,Weather
2022-12-28 11:46:36,5175.64,434.14,81.22,2065.75,Wind,Positive,39.67,73.99,864.6,4.82,Weather
2024-03-30 11:46:36,7286.67,456.55,80.78,2506.24,Coal,Positive,9.83,42.31,971.62,6.27,Equipment Failure
2024-02-15 11:46:36,9476.2,392.24,80.47,4333.54,Coal,Negative,34.81,55.44,718.69,12.23,Maintenance
2022-06-01 11:46:36,2287.62,218.66,85.47,1003.01,Natural Gas,Positive,21.59,72.24,922.17,13.69,Maintenance
2023-01-01 11:46:36,1214.07,403.37,81.63,1843.89,Wind,Negative,6.01,37.01,883.86,0.9,Unknown
2022-08-27 11:46:36,4361.49,329.82,81.74,1309.54,Coal,Neutral,24.63,64.19,693.89,21.17,Maintenance
2024-03-15 11:46:36,7811.47,395.08,83.94,3832.79,Wind,Positive,33.86,20.33,681.85,9.36,Unknown
2022-05-27 11:46:36,3621.58,259.65,88.8,2328.31,Hydro,Positive,21.59,32.86,854.36,9.28,Equipment Failure
2024-03-29 11:46:36,9468.32,442.76,92.66,3746.56,Coal,Negative,23.1,71.53,674.44,18.87,Maintenance
2023-01-04 11:46:36,1631.18,373.58,86.79,3747.17,Natural Gas,Positive,1.57,72.87,842.21,23.45,Equipment Failure
2023-03-24 11:46:36,5138.64,246.02,89.52,3325.84,Wind,Neutral,7.87,32.94,550.78,19.7,Weather
2023-01-31 11:46:36,6528.59,214.15,89.11,2792.46,Wind,Negative,25.56,27.08,916.95,0.09,Unknown
2023-03-12 11:46:36,6204.0,306.13,80.11,1122.26,Hydro,Positive,17.94,34.36,823.18,4.82,Equipment Failure
2022-11-13 11:46:36,8487.29,181.2,82.64,4382.88,Natural Gas,Negative,28.13,25.73,594.64,4.12,Unknown
2023-12-16 11:46:36,5609.9,386.95,94.46,2401.46,Wind,Neutral,6.71,59.64,718.94,1.91,Unknown
2022-08-27 11:46:36,6845.97,151.26,89.51,3710.13,Solar,Positive,1.78,66.28,934.03,16.69,Maintenance
2023-06-17 11:46:36,4143.03,178.29,84.66,1322.42,Wind,Negative,24.37,30.12,626.4,0.15,Maintenance
2023-04-27 11:46:36,2041.61,255.7,93.39,3621.12,Coal,Neutral,3.88,33.18,581.27,2.72,Weather
2023-03-29 11:46:36,3473.1,384.26,82.13,2684.88,Wind,Negative,35.2,74.69,661.52,19.69,Unknown
2023-02-07 11:46:36,2194.46,252.33,84.79,4775.37,Solar,Neutral,3.66,28.08,562.17,14.13,Maintenance
2022-07-24 11:46:36,9191.27,287.79,94.0,2767.1,Wind,Neutral,20.66,66.0,959.61,3.48,Maintenance
2023-08-10 11:46:36,8782.37,326.96,85.37,1179.18,Wind,Negative,39.69,29.89,540.17,19.86,Maintenance
2023-08-30 11:46:36,5085.13,248.77,92.39,3096.24,Solar,Positive,0.91,37.9,557.59,16.67,Maintenance
2024-02-01 11:46:36,2501.54,407.07,92.3,2840.57,Natural Gas,Positive,24.46,28.6,509.08,8.44,Equipment Failure
2024-05-03 11:46:36,8547.86,462.68,91.43,1627.96,Natural Gas,Negative,23.24,73.55,657.22,7.32,Equipment Failure
2022-06-05 11:46:36,4662.31,414.84,83.55,2291.51,Solar,Positive,7.45,75.11,549.14,4.47,Equipment Failure
2024-04-27 11:46:36,8081.26,291.86,90.41,2693.04,Coal,Neutral,21.28,76.13,876.15,22.11,Equipment Failure
2022-08-26 11:46:36,9775.44,231.57,94.89,3761.68,Natural Gas,Positive,38.89,65.81,601.73,9.09,Weather
2023-06-10 11:46:36,4380.41,330.63,80.97,4678.5,Natural Gas,Neutral,15.38,74.33,818.34,11.21,Maintenance
2024-03-20 11:46:36,5473.68,180.39,84.89,2602.43,Hydro,Positive,35.09,73.03,619.74,10.53,Weather
2022-07-23 11:46:36,4203.08,364.32,94.14,4336.57,Natural Gas,Positive,11.69,55.63,673.84,17.02,Unknown
2024-05-04 11:46:36,8881.54,485.4,80.71,3127.07,Hydro,Negative,9.32,52.01,866.01,13.34,Unknown
2023-04-24 11:46:36,2514.9,428.47,89.46,3386.38,Solar,Negative,4.02,50.62,554.14,19.62,Equipment Failure
2023-08-16 11:46:36,7078.47,336.93,84.68,2654.39,Natural Gas,Neutral,20.2,57.99,639.33,2.73,Equipment Failure
2023-04-02 11:46:36,4351.57,374.47,94.2,4528.82,Natural Gas,Neutral,31.24,22.45,743.96,19.84,Unknown
2023-08-24 11:46:36,1020.65,152.82,94.98,1155.45,Wind,Negative,29.46,58.29,862.19,1.59,Weather
2024-04-28 11:46:36,1044.94,299.34,82.86,2760.2,Solar,Negative,37.12,54.67,699.24,9.47,Equipment Failure
2023-03-01 11:46:36,5482.65,283.77,80.5,3371.39,Coal,Positive,11.63,46.14,885.14,8.96,Maintenance
2023-12-06 11:46:36,8120.12,193.75,80.02,1772.78,Hydro,Negative,10.6,55.47,750.08,6.31,Maintenance
2022-10-16 11:46:36,1837.7,273.9,84.97,3663.07,Coal,Negative,6.36,77.36,732.7,9.9,Equipment Failure
2022-09-27 11:46:36,6706.99,354.84,80.01,2372.0,Coal,Neutral,22.66,64.08,851.77,14.15,Maintenance
2023-05-11 11:46:36,5981.16,482.05,81.56,1862.79,Coal,Negative,22.81,20.28,614.92,11.08,Unknown
2022-12-16 11:46:36,5707.04,223.6,90.03,1090.48,Solar,Negative,17.46,72.54,513.64,9.54,Equipment Failure
2023-05-20 11:46:36,9490.91,421.22,87.09,2878.13,Coal,Negative,2.99,44.06,998.23,1.03,Equipment Failure
2023-10-01 11:46:36,4941.13,356.58,91.22,2520.84,Hydro,Negative,37.81,68.57,655.89,10.43,Maintenance
2023-12-21 11:46:36,5419.09,266.61,86.76,1453.01,Wind,Positive,15.3,70.96,964.64,19.07,Equipment Failure
2024-02-27 11:46:36,5218.27,331.61,89.35,2754.26,Wind,Positive,18.64,62.78,976.75,15.16,Weather
2023-08-19 11:46:36,2717.61,205.14,86.45,1972.11,Solar,Neutral,7.23,60.79,503.36,22.42,Equipment Failure
2022-11-27 11:46:36,6877.03,187.2,91.64,4683.35,Solar,Negative,11.03,65.81,594.36,19.11,Unknown
2024-04-08 11:46:36,8721.15,154.3,85.21,4059.99,Wind,Neutral,10.68,30.36,668.85,10.38,Equipment Failure
2024-04-02 11:46:36,9899.6,286.62,82.32,2545.29,Solar,Negative,5.32,76.32,624.42,1.32,Equipment Failure
2022-05-24 11:46:36,4488.01,488.71,83.08,3633.19,Coal,Negative,14.16,64.22,696.12,21.19,Unknown
2022-07-23 11:46:36,5887.43,307.25,87.4,4512.1,Coal,Negative,23.34,48.57,584.98,19.91,Weather
2022-10-03 11:46:36,7633.59,364.99,94.23,1586.35,Coal,Negative,13.4,25.22,637.49,22.7,Weather
2023-10-06 11:46:36,2229.64,349.11,91.45,3006.08,Solar,Neutral,31.55,77.82,810.58,5.79,Equipment Failure
2022-08-16 11:46:36,4218.19,292.79,84.85,1170.52,Wind,Positive,34.83,41.08,543.31,17.26,Maintenance
