Booking ID,Room Type,Daily Rate,Length of Stay (days),Total Revenue,Customer Satisfaction,Online Reviews,Check-in Date,Check-out Date,Booking Source,Customer Nationality,Average Daily Rate (ADR),RevPAR
457e55b2-28b2-4148-9d3d-b85a1441f0ce,Family,164.83,5,824.1500000000001,5,68,2024-05-02,2024-05-07,OTA,United States Virgin Islands,164.83,0.412075
21ae1186-dc9d-4630-88c6-50aee0b8b098,Suite,206.7,7,1446.8999999999999,2,43,2022-06-28,2022-07-05,OTA,Iran,206.7,0.7234499999999999
f51ce239-8d5d-460e-8c7e-3de6716a5fbd,Family,251.95,6,1511.6999999999998,3,30,2022-06-22,2022-06-28,Corporate,Cape Verde,251.94999999999996,0.7558499999999999
9baee0d2-83d0-477f-9922-04bd4addd8b9,Deluxe,162.36,13,2110.6800000000003,5,94,2023-01-12,2023-01-25,Travel Agent,Sudan,162.36,1.0553400000000002
cd4bd523-6718-4b8e-ac29-c2b2bbb7884c,Single,274.1,12,3289.2000000000003,5,20,2022-08-23,2022-09-04,Direct,Italy,274.1,1.6446
37ad3849-99cb-48d2-a279-3dd6ad3bb026,Single,64.66,8,517.28,2,35,2023-07-12,2023-07-20,OTA,Bosnia and Herzegovina,64.66,0.25864
bf5e8da1-7c52-49bc-b91f-09f94849cc76,Deluxe,290.03,9,2610.2699999999995,2,78,2023-09-02,2023-09-11,OTA,Antarctica (the territory South of 60 deg S),290.03,1.3051349999999997
efb238ca-0faf-483b-94f6-45d4ead11148,Double,386.81,7,2707.67,2,100,2024-03-04,2024-03-11,Travel Agent,Gibraltar,386.81,1.3538350000000001
373e3242-990f-490a-9f22-09b7b9f109bd,Single,380.82,14,5331.48,5,53,2023-03-30,2023-04-13,OTA,Senegal,380.82,2.66574
b1fd7868-2f8b-4286-bb2d-d2f227236894,Suite,110.57,9,995.1299999999999,1,16,2024-02-13,2024-02-22,Direct,Armenia,110.57,0.4975649999999999
f29ff3aa-8b53-43df-981d-db3a574c9480,Suite,433.43,12,5201.16,3,60,2024-05-04,2024-05-16,Corporate,Finland,433.43,2.60058
6484f0e7-1abc-47ef-bd2c-ab30ec564b5a,Deluxe,209.18,1,209.18,1,36,2023-11-05,2023-11-06,Direct,Congo,209.18,0.10459
f4bf4e2f-30bc-4883-aba8-a6372228d87c,Deluxe,312.57,9,2813.13,1,90,2023-03-27,2023-04-05,OTA,Uruguay,312.57,1.406565
64ccf6ed-7d5c-42f1-98bd-0aa5d3d3587b,Deluxe,245.04,10,2450.4,3,38,2022-12-13,2022-12-23,OTA,Myanmar,245.04000000000002,1.2252
f49016dc-1d07-43ae-8ee8-d3f6f822cc18,Suite,354.01,13,4602.13,1,25,2022-05-26,2022-06-08,Corporate,Tokelau,354.01,2.301065
aa86d854-9f9d-4154-8a1b-bbf14f48d0b9,Double,406.58,2,813.16,3,54,2023-04-10,2023-04-12,Corporate,Isle of Man,406.58,0.40658
72957c5e-db34-4574-967a-526fcd1821dc,Double,325.21,10,3252.1,2,22,2024-03-08,2024-03-18,Direct,Uganda,325.21,1.62605
d0df104c-4df8-42b0-b04e-34c84c76267b,Suite,447.82,6,2686.92,5,28,2023-10-12,2023-10-18,Corporate,Luxembourg,447.82,1.34346
1bec400b-ddd1-40a2-9065-a8a6d13fe68e,Family,322.69,11,3549.59,5,67,2023-02-26,2023-03-09,OTA,Pakistan,322.69,1.7747950000000001
675f590a-c2d4-482d-a3e4-639a79d42760,Single,447.81,11,4925.91,2,96,2022-07-11,2022-07-22,Direct,Singapore,447.81,2.462955
bdd6952b-3257-4ede-9b90-0e61f5094ccc,Deluxe,444.9,3,1334.6999999999998,1,84,2023-04-21,2023-04-24,OTA,Morocco,444.8999999999999,0.6673499999999999
537935fc-2117-41c9-8cda-83afd4e79cf3,Suite,101.34,4,405.36,4,14,2022-07-06,2022-07-10,Corporate,Croatia,101.34,0.20268
e3532fbc-a4ca-4828-9905-0bdd5aef2068,Single,430.86,9,3877.7400000000002,2,100,2023-01-28,2023-02-06,Travel Agent,Tonga,430.86,1.93887
8021f985-8c06-4774-8962-d28e2a121fcd,Family,57.11,12,685.3199999999999,5,0,2024-04-19,2024-05-01,OTA,Tunisia,57.10999999999999,0.34265999999999996
f3c908ea-dcc8-4859-bb75-144bc8dd72de,Deluxe,117.81,11,1295.91,5,92,2023-02-25,2023-03-08,Travel Agent,United Kingdom,117.81,0.6479550000000001
d21fdec6-a0ad-4f2f-94a9-85b7982b9c8a,Deluxe,261.46,8,2091.68,1,7,2023-01-31,2023-02-08,Travel Agent,Croatia,261.46,1.0458399999999999
8e521361-c7ac-4ad1-8195-bfa74407b51d,Suite,143.28,3,429.84000000000003,3,16,2023-03-06,2023-03-09,Corporate,Sierra Leone,143.28,0.21492000000000003
241f169e-9f77-43e0-9af6-fdec723b696d,Double,435.77,5,2178.85,5,33,2023-10-18,2023-10-23,Direct,Benin,435.77,1.0894249999999999
7b0228ce-6ccb-4657-b97d-f02efbaa327b,Deluxe,221.26,2,442.52,5,37,2023-08-18,2023-08-20,Corporate,South Georgia and the South Sandwich Islands,221.26,0.22125999999999998
34ff343a-a41a-4230-bfab-9e61ac40ac92,Single,145.85,1,145.85,3,78,2023-07-31,2023-08-01,OTA,Latvia,145.85,0.072925
85191e89-a072-4465-ac59-53f7819a38b5,Suite,283.22,13,3681.8600000000006,3,12,2023-01-03,2023-01-16,Corporate,Brunei Darussalam,283.22,1.8409300000000004
fb624378-aca8-43c0-9044-ebefbe1393fa,Suite,367.32,13,4775.16,5,49,2022-09-23,2022-10-06,Direct,Saint Lucia,367.32,2.38758
12a38edb-8571-4e15-86f6-bb0d4304af4a,Family,398.27,3,1194.81,3,78,2023-08-21,2023-08-24,Travel Agent,Bolivia,398.27,0.597405
2a953319-d0e2-4554-96c3-787df479506d,Suite,475.39,6,2852.34,5,97,2023-07-22,2023-07-28,Corporate,Marshall Islands,475.39000000000004,1.4261700000000002
3726e110-b549-4576-bde9-3f7f23adadd3,Family,136.07,4,544.28,4,61,2023-08-31,2023-09-04,Corporate,Saint Lucia,136.07,0.27214
c87bd281-244c-4bc0-9758-b3771d2c255e,Double,108.7,3,326.1,2,99,2024-04-20,2024-04-23,Corporate,United States Minor Outlying Islands,108.7,0.16305
e0248ff7-c5e9-435d-95cc-744187b39cf9,Suite,449.54,8,3596.32,5,52,2024-01-09,2024-01-17,Travel Agent,Pakistan,449.54,1.79816
c2247101-e5d8-487d-a044-b2f0466fddf9,Double,68.98,13,896.74,1,20,2024-03-10,2024-03-23,Direct,Gibraltar,68.98,0.44837
6b581777-dfdf-4592-b478-f0458bf8620a,Suite,53.93,4,215.72,3,77,2023-06-02,2023-06-06,Corporate,Malaysia,53.93,0.10786
f6db3851-ef96-427c-9b9c-6685b6e83895,Family,75.0,4,300.0,2,3,2022-07-14,2022-07-18,Corporate,Albania,75.0,0.15
fdbac87d-744e-4fa4-8f0a-bbbac3fefc0e,Family,54.26,3,162.78,1,78,2023-07-28,2023-07-31,OTA,Albania,54.26,0.08139
d7af3ddc-da98-4063-abd8-4c909774882e,Single,164.43,4,657.72,3,62,2024-01-28,2024-02-01,OTA,Bhutan,164.43,0.32886000000000004
f1ea66a8-14af-429d-89ab-2fca8bdf3813,Double,418.47,4,1673.88,2,52,2022-12-29,2023-01-02,Travel Agent,Liberia,418.47,0.83694
ca90d1f8-98e8-4c56-9532-463452e63bd1,Deluxe,403.7,12,4844.4,2,90,2023-10-24,2023-11-05,Corporate,Zimbabwe,403.7,2.4221999999999997
05b8c3c0-b0fe-4c8f-87e3-fb1bf5886a0a,Double,399.07,14,5586.98,4,18,2023-01-14,2023-01-28,Corporate,Saint Pierre and Miquelon,399.07,2.79349
5efa203d-2c40-4051-8cae-91d3e6467b8c,Deluxe,121.7,5,608.5,5,94,2022-09-08,2022-09-13,OTA,Jersey,121.7,0.30425
b9822d15-3941-46fd-b515-070621eda93b,Single,96.81,2,193.62,1,71,2022-12-16,2022-12-18,OTA,New Caledonia,96.81,0.09681000000000001
a63d0c57-b3fe-437f-9749-48a4755ac692,Double,57.99,10,579.9,2,78,2023-05-16,2023-05-26,Travel Agent,Togo,57.989999999999995,0.28995
844a346c-3b2d-441a-b67e-44b83f2fb702,Suite,93.56,1,93.56,3,14,2024-03-11,2024-03-12,OTA,Netherlands Antilles,93.56,0.04678
daa03383-937c-4877-8756-0303ac74ad71,Single,328.16,8,2625.28,4,5,2022-06-09,2022-06-17,Travel Agent,Faroe Islands,328.16,1.31264
12bbb4f8-5860-437c-9d31-5b62dbb663f1,Deluxe,493.4,1,493.4,2,1,2022-06-03,2022-06-04,OTA,Nicaragua,493.4,0.24669999999999997
37bb6ebc-d71e-4abc-9401-1d05e8dfbbf5,Single,392.34,8,3138.72,4,60,2023-01-23,2023-01-31,Corporate,Western Sahara,392.34,1.5693599999999999
e45c86bb-925f-4626-aa2f-d187410bb186,Double,348.79,11,3836.69,4,21,2023-04-20,2023-05-01,OTA,Malta,348.79,1.918345
437d0ce2-eeb9-45b2-95d2-e25a99bd90f2,Single,267.0,5,1335.0,4,80,2024-05-09,2024-05-14,OTA,Belarus,267.0,0.6675
1cd2b81a-c9a1-45ec-a476-e1bbbcf21eb8,Family,450.26,4,1801.04,1,98,2023-12-12,2023-12-16,Travel Agent,Greenland,450.26,0.90052
81586937-9c9f-4233-a83c-ba172c7c7139,Single,282.16,8,2257.28,5,25,2023-03-02,2023-03-10,Corporate,Kiribati,282.16,1.12864
87a56835-e582-42a0-9c65-fd245ac60afe,Family,290.52,5,1452.6,2,46,2023-07-04,2023-07-09,Corporate,Korea,290.52,0.7263
6068cede-2d91-4354-9866-59518805a308,Single,233.12,11,2564.32,3,10,2022-09-06,2022-09-17,Direct,Ethiopia,233.12,1.2821600000000002
fedb2208-a63c-43a0-aa28-3dd5aaa96358,Suite,117.84,13,1531.92,5,96,2024-01-26,2024-02-08,Direct,Croatia,117.84,0.7659600000000001
2a6ce368-1d6d-4725-990b-d05350605203,Suite,286.11,9,2574.9900000000002,2,89,2022-09-04,2022-09-13,Travel Agent,Seychelles,286.11,1.287495
b3be28c0-40fd-4aac-ace4-3b5227ab92ee,Single,278.5,7,1949.5,4,75,2022-08-20,2022-08-27,OTA,Andorra,278.5,0.97475
0c0b6b12-8340-4186-90f5-847e55730fa5,Double,178.21,7,1247.47,5,65,2023-12-21,2023-12-28,Travel Agent,France,178.21,0.623735
ec27f60a-9944-4a56-bda2-3ef7c492ed69,Suite,449.19,10,4491.9,4,50,2024-03-26,2024-04-05,Direct,Djibouti,449.18999999999994,2.2459499999999997
6390f5a4-7cb5-4a09-8f39-fb0f91a5f518,Family,449.23,14,6289.22,5,6,2023-08-01,2023-08-15,Travel Agent,Montserrat,449.23,3.14461
d736d385-45cd-464d-a179-fcf2ec19199a,Family,473.11,13,6150.43,4,11,2022-10-04,2022-10-17,Travel Agent,Kiribati,473.11,3.075215
c1ca8d61-d3ae-4929-ad07-6d5d854cb61a,Family,323.76,12,3885.12,5,0,2024-04-14,2024-04-26,Corporate,Korea,323.76,1.9425599999999998
3b4ce2b7-0151-4358-9c3f-3c6d43a2eb92,Suite,405.14,1,405.14,5,58,2023-06-21,2023-06-22,Corporate,Iraq,405.14,0.20257
3ecd0316-9a18-4b04-8365-72c879e28c8d,Single,173.94,3,521.8199999999999,5,86,2023-12-01,2023-12-04,Corporate,French Southern Territories,173.93999999999997,0.26091
41ce43ac-3436-431f-a0cf-4a21065ca5a8,Family,316.47,11,3481.17,4,81,2022-06-22,2022-07-03,Corporate,Holy See (Vatican City State),316.47,1.740585
fe5a53a2-cdd3-4555-b463-fb8c2e9b8d29,Double,459.3,7,3215.1,4,80,2023-06-28,2023-07-05,Travel Agent,Micronesia,459.3,1.60755
fec7dab2-8748-42af-98c5-124d40b52ed7,Suite,95.48,13,1241.24,2,73,2023-12-13,2023-12-26,Direct,Heard Island and McDonald Islands,95.48,0.62062
d0a0475e-b52b-41dc-9579-f2f29db643fd,Family,213.89,8,1711.12,4,67,2022-08-30,2022-09-07,Corporate,Sierra Leone,213.89,0.85556
9cef34f9-2095-4a78-966a-a0c0bb8fb7fe,Double,156.02,5,780.1,4,98,2022-10-11,2022-10-16,Corporate,Germany,156.02,0.39005
730a8e4b-1126-48ce-acd1-34e982bfb9ff,Suite,218.07,9,1962.6299999999999,3,37,2023-02-04,2023-02-13,OTA,Bouvet Island (Bouvetoya),218.07,0.9813149999999999
c07e47d1-d91e-46c1-8b0a-c7ac4d0730be,Double,438.07,5,2190.35,4,98,2024-02-04,2024-02-09,Direct,Mozambique,438.07,1.095175
444ae968-ac84-4695-965a-e640caaababe,Family,400.32,2,800.64,3,70,2023-04-29,2023-05-01,Corporate,Ireland,400.32,0.40032
6e4be772-6190-41f3-ac44-2058725da658,Suite,387.4,14,5423.599999999999,2,45,2024-03-07,2024-03-21,OTA,North Macedonia,387.4,2.7117999999999998
aa30f5b8-1021-4037-b0dd-de6b6af0091e,Family,248.25,13,3227.25,3,17,2024-01-24,2024-02-06,Direct,Malta,248.25,1.613625
9e7ae92f-93a7-451f-a7fa-5cf018d4ccd4,Single,298.6,14,4180.400000000001,1,92,2024-02-18,2024-03-03,OTA,Botswana,298.6,2.0902000000000003
6d399fd0-06b2-4ad4-b24e-d6fbd2fbe723,Single,167.68,3,503.04,5,85,2023-05-23,2023-05-26,Travel Agent,Belize,167.68,0.25152
fc1ce4df-820f-48ff-bbe2-ee8e2f733fef,Family,144.39,2,288.78,5,88,2023-11-08,2023-11-10,OTA,Slovenia,144.39,0.14439
6869d0c1-2f58-4fa2-b833-68f8a78c19b2,Deluxe,57.62,2,115.24,4,74,2022-06-13,2022-06-15,Corporate,American Samoa,57.62,0.05762
87cc538d-dd5e-4d2e-a63f-f423bb70eb65,Single,318.99,7,2232.9300000000003,2,2,2022-12-22,2022-12-29,Corporate,Mexico,318.99000000000007,1.116465
3b6ead96-3eba-44b8-ad1a-1e558f51af81,Deluxe,427.97,6,2567.82,5,69,2023-11-17,2023-11-23,Corporate,British Indian Ocean Territory (Chagos Archipelago),427.97,1.28391
7578b43d-0a20-49f2-ab19-38aaf86ad744,Single,243.56,8,1948.48,4,70,2022-11-24,2022-12-02,Travel Agent,Hungary,243.56,0.97424
48387fb9-4b5f-4e64-9178-1eaa2a37f7e3,Family,56.55,3,169.64999999999998,5,75,2024-05-02,2024-05-05,OTA,Netherlands Antilles,56.54999999999999,0.08482499999999998
22436261-c8af-4ce9-8c44-0ae8031e1961,Double,249.66,12,2995.92,3,2,2024-05-16,2024-05-28,OTA,United Arab Emirates,249.66,1.49796
2ea79cfd-28c0-4315-8744-f18abe741e5c,Family,174.41,14,2441.74,4,95,2022-07-14,2022-07-28,Corporate,Grenada,174.41,1.22087
a17cbccc-7cec-4fa3-af9a-1182bb1de003,Suite,199.71,2,399.42,2,64,2023-02-07,2023-02-09,Travel Agent,Lesotho,199.71,0.19971
677b0456-33c4-467a-ba82-73338ba2bc6f,Deluxe,109.01,8,872.08,1,19,2023-01-13,2023-01-21,OTA,Malawi,109.01,0.43604000000000004
5658d3a9-c74a-4dac-9f7b-cf2abd1731cd,Single,359.23,9,3233.07,3,43,2022-06-26,2022-07-05,Direct,Bosnia and Herzegovina,359.23,1.616535
49d0a3ed-45cb-4192-b1e2-66a81648a5db,Deluxe,144.64,12,1735.6799999999998,2,59,2024-02-26,2024-03-09,Direct,Spain,144.64,0.86784
f905732f-9748-4f52-ad9d-f9e8aab40bbe,Single,463.92,3,1391.76,2,98,2022-11-29,2022-12-02,Direct,Cook Islands,463.92,0.6958799999999999
15daf142-352b-4923-a0c4-fc1de0015c17,Family,444.39,3,1333.17,4,42,2022-07-13,2022-07-16,OTA,Reunion,444.39000000000004,0.666585
f2c3c903-5d6b-4795-ad9b-9950b9f40f5e,Family,160.85,11,1769.35,4,62,2022-11-15,2022-11-26,OTA,Togo,160.85,0.884675
811232d9-0183-48b8-abc3-fd341f33fc3a,Double,151.48,6,908.8799999999999,3,21,2023-08-25,2023-08-31,OTA,Dominica,151.48,0.45443999999999996
621990a8-ad40-408a-b3b1-4cf07993ba87,Suite,462.04,6,2772.2400000000002,1,33,2023-08-30,2023-09-05,Direct,Niger,462.04,1.38612
5fcd32b2-b464-4e7c-9d49-6673be4c6395,Suite,341.46,14,4780.44,3,39,2023-07-12,2023-07-26,Travel Agent,Italy,341.46,2.39022
14d837fe-6ee2-4777-b4f9-86cf9e11f422,Deluxe,130.18,14,1822.52,3,27,2024-05-10,2024-05-24,Corporate,Guinea,130.18,0.91126
f9d693f3-df1b-4f1e-a581-ad75d9e8d593,Double,374.82,8,2998.56,3,65,2023-02-05,2023-02-13,Travel Agent,Wallis and Futuna,374.82,1.49928
431eacf1-89a8-4ebc-bf52-af8782ad125e,Suite,412.35,8,3298.8,4,5,2024-03-01,2024-03-09,Corporate,Chile,412.35,1.6494000000000002
c21ec5a6-8af4-4de8-b470-d96e90916c88,Single,131.29,4,525.16,3,92,2022-08-12,2022-08-16,Travel Agent,Cape Verde,131.29,0.26258
8ff0b322-dea7-41e3-9ff3-1dbc770273f4,Deluxe,247.7,12,2972.3999999999996,1,25,2023-10-23,2023-11-04,Travel Agent,Palestinian Territory,247.69999999999996,1.4861999999999997
7bda49de-87e5-4955-b477-173e9184f2f4,Double,57.92,11,637.12,2,47,2022-11-01,2022-11-12,Direct,Spain,57.92,0.31856
ec149bfd-1010-4763-addd-761d490cfa97,Single,283.57,11,3119.27,2,52,2022-07-30,2022-08-10,Corporate,Guyana,283.57,1.5596349999999999
6d1919a9-4cf0-46e9-af58-4d0d5449e8b7,Single,274.87,10,2748.7,5,86,2023-08-20,2023-08-30,OTA,Sudan,274.87,1.37435
06814942-7181-4397-b6b4-06f743bb6696,Double,317.17,14,4440.38,3,10,2024-03-03,2024-03-17,Direct,Wallis and Futuna,317.17,2.22019
a45dc43a-c934-41ce-97ca-45e89eab38fe,Double,449.53,1,449.53,4,15,2023-03-14,2023-03-15,Corporate,Uruguay,449.53,0.224765
ee031472-68f5-4b79-806b-ff584b744fa7,Double,492.08,1,492.08,1,84,2023-04-06,2023-04-07,OTA,Somalia,492.08,0.24603999999999998
36baabb6-fb12-4e26-ab98-78e15a1b9e80,Family,218.89,6,1313.34,1,11,2023-04-02,2023-04-08,Corporate,Falkland Islands (Malvinas),218.89,0.65667
5c5eab5c-ea5d-4054-8d1a-65e5f518379c,Family,239.34,3,718.02,4,64,2022-06-18,2022-06-21,Travel Agent,Korea,239.34,0.35901
bb46e9c5-7fc5-4c9d-91c9-1a133399edd8,Family,228.91,5,1144.55,1,49,2024-04-06,2024-04-11,OTA,Cocos (Keeling) Islands,228.91,0.572275
2abaa38c-a4b8-470a-abcc-96b2bba402b4,Family,237.75,2,475.5,1,37,2022-10-16,2022-10-18,OTA,Faroe Islands,237.75,0.23775
c5bd034a-3577-4668-b669-2f1a38b4a3f4,Single,346.59,9,3119.31,3,87,2023-07-24,2023-08-02,Travel Agent,Cape Verde,346.59,1.559655
9e346597-a550-4bfa-9e32-fa68a6743db5,Double,293.4,13,3814.2,5,90,2023-01-09,2023-01-22,OTA,Estonia,293.4,1.9071
0774464e-99e9-40a5-a58c-14464a22c06d,Double,402.95,14,5641.3,4,45,2022-10-28,2022-11-11,Corporate,French Polynesia,402.95,2.82065
04810de2-a936-4644-aec7-7569a6225292,Single,463.46,5,2317.2999999999997,2,99,2023-01-21,2023-01-26,Direct,Vanuatu,463.4599999999999,1.15865
ca233139-12e0-4418-aaad-e25b15691376,Suite,443.83,10,4438.3,2,65,2023-12-26,2024-01-05,Travel Agent,Liechtenstein,443.83000000000004,2.21915
70b7ec92-8cd6-44f2-8e7b-3d300b109102,Double,355.63,7,2489.41,3,76,2023-09-02,2023-09-09,Direct,Trinidad and Tobago,355.63,1.244705
8514fe96-9c53-47b8-b97c-e9271a416981,Single,378.83,4,1515.32,5,46,2024-04-07,2024-04-11,Travel Agent,Reunion,378.83,0.75766
c598d04c-2e41-44f8-a9f8-36d94412caa2,Suite,243.44,11,2677.84,3,30,2023-06-25,2023-07-06,Corporate,United Arab Emirates,243.44000000000003,1.33892
729d80fc-32ad-4c84-b2d4-acfffb81a5e7,Double,179.57,8,1436.56,2,87,2022-12-07,2022-12-15,Corporate,Papua New Guinea,179.57,0.7182799999999999
5452b6c4-63e0-4a30-99b8-6853d8f518ec,Suite,63.1,5,315.5,1,20,2023-05-29,2023-06-03,Corporate,Vietnam,63.1,0.15775
ca33f96f-b509-45df-8a6a-70ee3f760085,Family,254.11,5,1270.5500000000002,4,85,2022-11-14,2022-11-19,Direct,South Africa,254.11000000000004,0.6352750000000001
71d2a5cc-51b8-40de-bc3c-1824aded5ca5,Double,388.12,10,3881.2,3,52,2023-11-23,2023-12-03,Travel Agent,Brunei Darussalam,388.12,1.9405999999999999
721d348c-d2aa-4558-8042-7c95e0bbe264,Single,454.68,1,454.68,5,30,2022-06-17,2022-06-18,Corporate,Kazakhstan,454.68,0.22734000000000001
08d90a1d-d666-452f-989f-6c23e68bc479,Family,215.5,6,1293.0,4,80,2024-03-09,2024-03-15,Direct,Turkey,215.5,0.6465
52b86f4a-a814-4519-bf82-9ef3e0eaf44f,Deluxe,275.56,10,2755.6,3,58,2023-06-16,2023-06-26,Travel Agent,Marshall Islands,275.56,1.3778
95ee47cd-3c9d-4006-ae57-3fddda3b422a,Family,124.39,9,1119.51,1,12,2023-07-03,2023-07-12,Travel Agent,Aruba,124.39,0.559755
6ce7e40e-c770-440f-8d3c-88fb602786f9,Deluxe,347.72,14,4868.08,1,72,2022-07-04,2022-07-18,Travel Agent,Armenia,347.71999999999997,2.43404
1ac3d079-bf4c-4348-9adb-6bbd9686b388,Suite,177.35,3,532.05,3,87,2022-11-16,2022-11-19,Direct,Falkland Islands (Malvinas),177.35,0.26602499999999996
331e4dd7-cf8f-4d2d-a22b-658b2355e09b,Deluxe,244.33,3,732.99,1,49,2023-06-06,2023-06-09,Direct,Oman,244.33,0.366495
774484a1-4b27-4f48-b6bc-5e3062af72ca,Double,243.45,6,1460.6999999999998,2,79,2023-09-08,2023-09-14,Direct,Kiribati,243.44999999999996,0.7303499999999999
be5334d9-d303-4841-8cb7-36ccf3805dbf,Double,253.96,1,253.96,5,2,2023-02-09,2023-02-10,OTA,China,253.96,0.12698
957a7380-0369-4fcf-9376-a4d7898ba719,Family,371.48,9,3343.32,2,7,2023-08-14,2023-08-23,OTA,Iran,371.48,1.6716600000000001
9bed7f56-e155-4cb1-954f-b6914df63846,Double,470.87,1,470.87,2,76,2022-07-01,2022-07-02,Travel Agent,Nauru,470.87,0.235435
499965af-8b0d-4bbf-84d5-9e9d44f56e4d,Double,499.23,6,2995.38,3,36,2024-01-21,2024-01-27,OTA,Iraq,499.23,1.49769
b2d4d2fb-c734-42b2-890b-c6f7ac5d98b0,Single,296.28,7,2073.96,4,34,2022-07-07,2022-07-14,OTA,Argentina,296.28000000000003,1.03698
541a3bfb-67e5-4ee0-9adb-876ccba0f531,Family,136.34,5,681.7,3,51,2023-06-18,2023-06-23,Travel Agent,Cambodia,136.34,0.34085000000000004
c6b01740-c86a-4e0a-878d-32714e7c97e5,Double,145.1,13,1886.3,4,98,2023-04-02,2023-04-15,Corporate,Indonesia,145.1,0.9431499999999999
5ff08ce1-cb25-4967-8893-9ce6d41b258e,Single,210.11,4,840.44,3,57,2023-11-06,2023-11-10,Travel Agent,Mauritius,210.11,0.42022000000000004
983f013a-8f55-4bde-a726-bcc6b5a73e6a,Double,286.92,6,1721.52,4,90,2024-03-01,2024-03-07,Corporate,Saint Vincent and the Grenadines,286.92,0.86076
50e2a814-9ae9-4974-ae1e-050bc9be63e8,Family,71.02,11,781.2199999999999,1,27,2023-10-27,2023-11-07,Travel Agent,Grenada,71.02,0.39060999999999996
95cc4755-1365-4b74-b69c-d9aa81f6e986,Suite,182.76,1,182.76,2,31,2022-08-21,2022-08-22,Travel Agent,Vietnam,182.76,0.09137999999999999
a3b547f8-e094-47ee-8d43-d9b4fce8a0bb,Deluxe,252.22,11,2774.42,3,30,2022-06-24,2022-07-05,OTA,Saint Pierre and Miquelon,252.22,1.38721
2135e348-e11c-4598-a2a4-f9dd1d7e2e24,Double,426.73,5,2133.65,1,10,2023-03-14,2023-03-19,Direct,Nauru,426.73,1.0668250000000001
a706e8d3-e0e9-45b2-adf5-8822bb60d930,Deluxe,148.07,9,1332.6299999999999,2,41,2022-09-21,2022-09-30,Direct,Greece,148.07,0.666315
915fc91c-b696-43c6-a730-60ef160ab7c1,Deluxe,150.36,1,150.36,1,32,2023-08-21,2023-08-22,OTA,Swaziland,150.36,0.07518000000000001
7c02fd85-739a-49b6-80de-e17dc9fd7e29,Deluxe,284.93,14,3989.02,3,86,2023-10-18,2023-11-01,Travel Agent,Cook Islands,284.93,1.99451
dae71164-50bd-4b2b-9120-91dbfae955d8,Family,139.11,1,139.11,2,9,2024-05-13,2024-05-14,Corporate,San Marino,139.11,0.069555
8dd8138f-6178-4f8f-8462-55e51a23e09d,Deluxe,179.91,3,539.73,1,74,2022-09-07,2022-09-10,Corporate,Cayman Islands,179.91,0.269865
a9b8e9eb-e453-476e-b0b5-ec57dfe4af72,Single,173.58,13,2256.54,3,32,2023-01-19,2023-02-01,Corporate,Lebanon,173.57999999999998,1.1282699999999999
deb2778f-8c5d-4802-aa17-f171fc040982,Suite,266.5,14,3731.0,3,81,2023-08-17,2023-08-31,Corporate,Myanmar,266.5,1.8655
0cc882da-1bbc-4c0a-8b27-13a10b5cc8c7,Single,77.9,5,389.5,3,87,2023-05-02,2023-05-07,Direct,Vanuatu,77.9,0.19475
cab94983-38f3-4ba6-8fc0-880b5e07b473,Suite,395.97,5,1979.8500000000001,4,59,2024-03-01,2024-03-06,Travel Agent,Trinidad and Tobago,395.97,0.989925
5fc97382-71cf-46ad-9c65-507afe2556f0,Single,286.52,6,1719.12,5,95,2024-01-06,2024-01-12,Direct,Oman,286.52,0.85956
5c688e8f-7a82-4340-9dfc-c8b00ed59944,Double,171.25,5,856.25,4,80,2023-06-30,2023-07-05,Corporate,Ethiopia,171.25,0.428125
6777e45d-de27-436b-bd73-b784715ba625,Deluxe,340.2,2,680.4,4,29,2024-05-14,2024-05-16,OTA,Sri Lanka,340.2,0.3402
89f2fe9a-08a7-456d-950e-81cc26a337f9,Suite,488.63,4,1954.52,1,88,2024-02-09,2024-02-13,Direct,Bosnia and Herzegovina,488.63,0.97726
896e4305-e08b-42ca-99da-1a73f06d6b47,Double,108.26,8,866.08,2,78,2023-10-29,2023-11-06,Corporate,Turkmenistan,108.26,0.43304000000000004
4093660f-b5eb-4519-bd54-a38d3ecb41a6,Double,168.72,8,1349.76,5,80,2022-08-10,2022-08-18,Direct,United States Minor Outlying Islands,168.72,0.67488
b8926594-1261-4b4b-9f0a-cf74647f5ce7,Single,233.67,1,233.67,4,68,2023-10-02,2023-10-03,Corporate,Monaco,233.67,0.116835
40362874-6d29-43d9-b487-e603465d3a25,Suite,427.15,4,1708.6,4,31,2023-07-20,2023-07-24,Travel Agent,French Guiana,427.15,0.8543
d8cf123e-6a40-47a2-9a70-8b4209087958,Deluxe,394.52,1,394.52,2,81,2022-10-09,2022-10-10,Direct,Northern Mariana Islands,394.52,0.19726
168d6b09-cfdc-45d4-96ee-c761c6581703,Family,300.72,8,2405.76,2,95,2023-11-14,2023-11-22,Travel Agent,Grenada,300.72,1.2028800000000002
dd588215-8212-45c0-833f-584bc8508e9f,Single,135.95,13,1767.35,2,20,2022-09-13,2022-09-26,OTA,Niger,135.95,0.883675
800aeb11-c749-45f0-882e-dde6779cf3a4,Double,220.52,8,1764.16,3,5,2022-08-21,2022-08-29,Corporate,Guernsey,220.52,0.8820800000000001
