Product ID,Product Name,Production Date,Production Volume,Defective Units,Production Efficiency,Inventory Turnover,Time to Market,Supplier Reliability,Inventory Level
df8183a7-1054-40cb-bad8-d3d4a19dadbc,Apparatus H,2023-06-08,667,20,0.97,7.74,166,0.93,283
e0a22ad3-9fc7-4f71-b657-78481be97e44,Device C,2023-08-28,200,4,0.98,6.7,17,0.81,202
abe569d3-efa3-4603-b4ed-cb14f1388a08,Widget A,2021-06-01,673,33,0.95,7.43,176,0.93,458
a33f7a46-b7b5-41c0-a02a-d5367eb285ec,Apparatus H,2022-09-20,926,44,0.95,7.78,47,0.91,243
cc90c0ba-1b41-4d09-8784-9c1ff5160e11,Machine G,2022-09-05,866,3,1.0,6.77,145,0.84,441
df24f23a-b9b6-4ef3-93a3-d41c5bddfe41,Widget A,2022-08-12,384,17,0.96,3.51,88,0.98,183
11f02098-09f9-4073-91c6-20c1059834b2,Gizmo J,2023-01-24,670,11,0.98,4.26,79,0.99,405
2322e322-ee51-4699-b15b-f18fef0c2bd1,Widget A,2022-10-31,577,11,0.98,2.72,158,0.86,366
c9dcc687-3a26-4aa0-8751-d500d66cc16e,Tool D,2022-11-23,783,30,0.96,6.96,32,0.86,269
457af6d4-63ff-414b-95fd-f6c9cf3708be,Device C,2021-07-30,566,46,0.92,2.48,129,0.94,84
d8e7f506-1b6e-4e4a-b3f3-0ceff897bbe1,Apparatus H,2023-03-29,835,4,1.0,5.53,49,0.97,221
39171aaf-d29e-486a-8450-fda25b553969,Machine G,2021-09-16,630,63,0.9,5.1,166,0.93,438
f52e0378-2acd-4acc-ad12-7b0d0401246a,Contraption I,2023-07-21,780,37,0.95,2.67,115,0.81,142
26da1417-2a10-464c-a9c6-d886b6e9e368,Apparatus H,2022-11-26,812,59,0.93,5.5,89,0.94,374
7ed6a0fa-aadd-4b83-84dd-9836d278c51c,Component E,2022-07-28,557,1,1.0,7.37,29,0.82,341
f0a89e39-1499-43de-9d81-0c81085b2820,Apparatus H,2022-02-27,269,21,0.92,6.1,75,0.81,478
9c927d1d-6073-4961-ad82-cbd9955d8604,Machine G,2024-04-08,324,21,0.94,3.94,13,0.98,59
3f42c414-1cf1-4a96-bb67-bf3affcaa256,Widget A,2023-11-19,702,50,0.93,4.76,154,0.87,425
fb1eebb1-0173-47c7-aa8f-fa7c8afe605b,Tool D,2021-09-25,298,16,0.95,6.1,26,0.86,352
a3d75a44-f3dd-4476-878f-d9cbc0b365b0,Widget A,2022-10-09,392,20,0.95,4.81,24,0.88,256
e6cdce81-3666-4229-bca5-444e8f8fbb90,Contraption I,2022-07-25,462,14,0.97,5.81,36,0.99,492
94b70526-c4fb-494a-98b3-519989117b5d,Instrument F,2023-04-08,322,21,0.93,3.65,43,0.87,438
d40e8b05-e174-4767-95da-f1a54c1258f4,Apparatus H,2024-03-04,806,13,0.98,2.96,47,0.8,215
dbe09063-ccc6-4175-be10-cfe54dfc57f3,Contraption I,2022-09-17,721,47,0.93,4.01,139,0.92,462
8c3fece8-0048-4009-b4c8-a27dd564bbf7,Apparatus H,2021-06-09,153,7,0.95,2.12,12,0.91,475
fc2373a8-4b1e-4484-b7d6-d3e04d408fa8,Machine G,2022-05-29,581,29,0.95,3.7,93,0.88,264
5aaf6398-0749-4994-bcb8-a6fc52d6164c,Tool D,2024-03-18,402,26,0.94,5.65,96,0.89,99
0c9e1332-2da0-41e8-9f1f-f01473bf1376,Gizmo J,2021-07-26,160,4,0.97,3.03,179,0.97,132
7263fa13-38f6-4a7d-9706-7b4731590978,Gizmo J,2021-09-21,137,5,0.96,3.63,99,0.94,90
fb83590e-8d43-48a6-807a-ce27e9b9f8e7,Gadget B,2023-01-11,568,19,0.97,2.96,37,0.83,110
4c6ec072-cf43-4519-82ba-3d9f142dce1d,Instrument F,2021-10-07,258,8,0.97,4.74,39,0.88,192
cdce8e0d-8ddc-4ff9-99f6-e945daaaabc0,Gizmo J,2021-09-08,746,33,0.96,2.64,15,0.82,184
90f7fe4c-d3ba-4328-80df-e781a34b8cdb,Apparatus H,2024-04-22,157,1,0.99,2.75,14,0.99,57
d7ba3f7c-3cc4-40b4-9e0e-3085454a3777,Apparatus H,2023-03-04,659,17,0.97,5.07,23,0.82,198
994f9f75-ae53-4cf1-b713-1b8138ccea03,Machine G,2022-04-13,109,8,0.93,2.08,55,0.87,456
dc5b1b71-ad73-4150-8fc2-6379f9e32f57,Component E,2024-02-21,528,7,0.99,6.04,148,0.95,342
39a25697-f141-4eab-9c8c-912020a02bd3,Apparatus H,2021-09-04,720,17,0.98,3.96,180,0.95,83
1ebe3698-a7ce-42dd-b517-b140454e3907,Tool D,2024-05-15,663,1,1.0,7.52,82,0.83,68
c03de7c2-1755-4fce-9eab-10c5c7b29c17,Device C,2023-07-06,813,22,0.97,3.45,109,0.94,417
ead23d60-e610-4467-bdae-0a5f091905f9,Instrument F,2022-08-03,547,36,0.93,2.65,24,0.84,129
a1f68909-7658-408b-92c1-20234eaddcd6,Apparatus H,2022-04-04,895,25,0.97,6.43,156,0.8,223
241ac6df-56fa-495d-9c3b-4d64c90c1d9b,Widget A,2022-03-27,544,7,0.99,5.92,31,0.98,165
d90e1383-7c04-4d87-85f4-f4d1bd4c8520,Widget A,2022-08-03,427,1,1.0,3.24,22,0.93,169
5f66d1f3-3c9a-4491-8cf4-17f97a01c118,Component E,2022-11-25,458,34,0.93,6.94,158,0.9,362
710d3d31-854e-4cd8-9617-e790523e2374,Machine G,2023-01-04,777,17,0.98,5.33,164,0.86,56
2b17969f-f8b2-4245-b06e-6a0a516ac533,Contraption I,2024-03-06,821,51,0.94,7.42,87,0.83,188
0fea6286-991f-40d2-8862-5e9dcbc41647,Widget A,2022-08-26,920,89,0.9,3.69,14,0.82,253
8fa84b7f-8a8a-46c3-9cf0-60fd0e7492a4,Device C,2022-09-08,456,18,0.96,5.34,28,0.92,342
700f6a3f-57e8-4954-a317-3c945eafbe8e,Device C,2023-02-25,838,70,0.92,6.73,28,0.81,344
9fac4ede-f2a7-4fc2-b96c-5ee9f5c7b6eb,Machine G,2023-09-04,751,16,0.98,5.68,53,0.8,260
2a3d47e3-17a7-4baa-8033-7d54dccad1cb,Contraption I,2022-12-10,683,37,0.95,7.15,98,0.84,438
56d5370e-ad6c-4e2e-aaa6-0403cbbd42a0,Widget A,2023-04-11,771,3,1.0,2.02,142,0.83,450
60268ded-6d79-46b2-adcf-ff833d820a54,Apparatus H,2022-01-07,503,22,0.96,4.49,97,0.91,357
26e5d236-49e7-4f5d-aa9e-5798fcfe732f,Gadget B,2022-05-26,457,41,0.91,7.78,27,0.92,490
c1df4b0c-0c61-4cf1-aae3-e433bd539721,Device C,2023-06-04,352,3,0.99,3.15,30,0.91,149
3ab6cc18-e174-4397-be96-d42279e9b2ca,Instrument F,2024-04-24,705,19,0.97,2.61,159,0.97,472
f175c1cd-cb03-4df9-8699-aeac03ab13eb,Device C,2023-11-06,966,95,0.9,5.9,154,0.82,203
ecd3652d-e83a-4893-b08a-87d442d0771f,Widget A,2022-01-23,398,33,0.92,2.23,43,0.81,143
fac58648-ddf5-4712-ba91-ff696efbe323,Gadget B,2023-06-09,780,74,0.91,2.03,157,0.85,309
7a8b8a18-ad9f-4fff-be1d-4642ee31dd01,Device C,2024-01-21,321,23,0.93,6.26,135,0.87,222
324e52d9-ac15-4885-ae46-b14fc9cabc8c,Machine G,2022-09-05,269,3,0.99,7.07,112,0.93,78
8f671ab1-769c-4d1e-a4c6-d4dec5e65b2e,Machine G,2021-07-14,578,48,0.92,4.0,118,0.81,184
1850cc70-e24b-4e5f-a696-733ec87fe08c,Tool D,2022-01-12,973,32,0.97,3.83,74,0.91,105
62d32046-b3f0-4869-a1bc-4b85fc5b142a,Gadget B,2022-10-23,487,31,0.94,4.52,24,0.84,387
4385e62b-b92b-4c77-8eba-d1b65189fa6d,Contraption I,2023-02-19,635,32,0.95,3.75,20,0.82,183
23e04146-8ecf-4f37-93b8-b854a066b508,Machine G,2023-01-09,393,2,0.99,7.31,37,0.83,402
bc209dec-86b0-4bd5-9363-dda8fbf1852d,Gizmo J,2023-08-25,318,16,0.95,2.43,131,0.98,240
47057dff-9516-4d11-a6d4-368fbd10ef27,Device C,2021-11-01,513,32,0.94,3.21,173,0.86,409
604784e8-ee76-4d9c-9aff-04524f984c98,Contraption I,2021-09-20,926,30,0.97,7.06,60,0.81,237
0a7bc7d4-f9c6-41c8-a9e6-4448ef62ba32,Widget A,2022-12-13,477,36,0.92,3.26,141,0.82,397
5b8fea4a-8943-44ce-b19b-12c3c1cb7805,Tool D,2021-11-10,824,56,0.93,4.67,96,0.99,487
7dcca3c2-0447-4a90-93da-950487934406,Machine G,2021-12-13,996,64,0.94,3.21,57,0.84,181
ce8c6d97-78ca-43f5-9b0e-80d0ed7f0263,Machine G,2021-10-18,348,24,0.93,5.07,89,0.91,81
0f1449a8-2ecc-4918-a4b4-cf0d9c96fb4f,Gadget B,2023-04-19,994,6,0.99,7.26,73,0.95,392
77e5fb3f-c78f-404a-8427-b993442d0217,Component E,2021-10-24,778,74,0.9,7.76,108,0.87,305
5474dabf-a2e7-4606-96ac-fceac076e947,Apparatus H,2023-06-02,384,21,0.95,3.33,105,0.86,256
c688aeaf-128e-4bf6-88ef-0b0508ed9300,Contraption I,2022-07-27,133,11,0.92,5.2,29,0.94,491
904e137d-44ae-4ab0-b3c8-94a35d460dda,Apparatus H,2024-03-18,942,63,0.93,5.45,59,0.98,366
d0bee04c-e069-4ae5-afbd-9792e2922177,Contraption I,2024-03-24,646,5,0.99,2.75,133,0.94,308
e1fb0734-3e21-4d4b-82d8-088fd3ff0fc9,Gadget B,2022-02-02,633,43,0.93,6.33,128,0.97,397
5f2e60f2-6d4f-4015-a8d9-4ed735b9c63c,Widget A,2023-08-23,680,55,0.92,6.76,141,0.91,439
a176f4cb-b374-4a6a-bc16-853a10757d50,Apparatus H,2023-01-29,525,21,0.96,6.63,38,0.99,210
641a4636-a9f4-4030-8fde-1b0eeb39b1a0,Device C,2021-11-16,918,44,0.95,2.28,146,0.86,52
d9e9cc81-ef16-4a08-a268-88d34a16f78c,Device C,2023-12-02,856,2,1.0,7.16,75,1.0,449
de0f4e96-2924-4afd-b58e-51a4c8610c70,Instrument F,2021-11-11,505,26,0.95,6.25,171,0.92,365
2912ec66-ebe1-4e72-818a-63b231d91808,Gizmo J,2024-04-28,744,5,0.99,6.95,143,0.91,305
1b0bb54b-5ecb-4bc1-adb4-af08bc24b4b2,Gadget B,2022-04-02,289,17,0.94,5.33,41,0.8,248
45721c01-8986-4af0-92b7-31cefa53b115,Gizmo J,2021-09-08,798,53,0.93,4.48,24,0.83,417
03d93878-f299-4138-8dde-0815695a4691,Contraption I,2022-07-21,613,6,0.99,2.59,131,0.98,146
bd354f91-fa6e-4e1a-9e3c-04934f0f143e,Gadget B,2023-08-18,711,20,0.97,2.34,17,0.82,436
7073a301-dc04-4577-b7f3-b1fbf97905b4,Gadget B,2021-07-06,641,41,0.94,5.58,117,0.99,322
02cebe2c-dacd-477f-9dbd-e986dcfb6c9c,Apparatus H,2023-10-05,583,27,0.95,5.08,63,0.9,481
675ff3a1-fdbd-4cc8-ac7e-dea8ccf86e71,Apparatus H,2022-12-31,735,57,0.92,3.48,91,0.85,398
efac4f6d-1bfb-4147-a220-6854b8104660,Device C,2024-03-15,601,0,1.0,5.85,10,0.94,95
15922b7b-9d00-462b-a3a7-ebc88eaeee77,Machine G,2021-08-17,826,81,0.9,4.07,83,0.82,464
e8e4fa59-b043-4ef0-ac92-fe5170bc1e4f,Gadget B,2023-09-15,670,19,0.97,4.59,71,0.95,399
ab2bb9ec-12ee-48fa-aa3b-8b4627da73cb,Tool D,2022-05-28,645,40,0.94,5.22,106,0.87,397
ba0cd73a-3e1a-4a08-9928-4a26f056f7a8,Apparatus H,2021-10-31,809,10,0.99,6.35,145,0.89,184
042109f4-9b6c-48c5-841f-758b52e312e5,Widget A,2024-04-09,357,30,0.92,7.61,167,0.9,404
c5e292fe-9464-429d-8063-7b0e76cec021,Instrument F,2022-01-17,147,9,0.94,3.07,92,0.87,103
7205bbdc-3399-4ab6-9512-80f0bbc8ce0f,Device C,2023-01-14,951,69,0.93,7.48,97,0.92,269
0110bc5f-aad8-4867-af2d-e37d7bc053fe,Gadget B,2022-12-24,147,8,0.95,6.82,124,0.84,97
34d468e9-cf71-4aae-bc34-1b99a669100f,Instrument F,2023-09-16,945,16,0.98,2.25,34,0.97,55
14955343-a71a-4a32-abb0-c91a40daa3d2,Contraption I,2022-07-15,498,27,0.95,7.18,135,0.89,279
d43163c5-80db-49ee-a8e8-4e49c566093d,Instrument F,2021-11-28,613,21,0.97,2.38,124,0.87,190
f07763bf-efea-47ce-b2e2-e4a40d2563f0,Apparatus H,2022-10-07,685,27,0.96,3.7,73,0.85,376
4ec93d1e-0a90-48ca-a961-59443d7ea95d,Gizmo J,2021-06-11,372,21,0.94,3.88,102,0.87,121
97c04f7d-5afd-4d71-8312-eda64b7511e2,Component E,2023-02-19,785,48,0.94,7.98,69,0.98,110
f92f057f-8e64-4090-b7c7-6d5a8e54db9c,Tool D,2023-09-01,994,5,0.99,6.08,110,0.97,309
e2183d46-957a-4dcd-939d-49e91a600c50,Component E,2022-11-25,881,0,1.0,7.41,30,0.82,291
de68600b-8c10-4152-b13d-3c540b7ac77d,Gadget B,2023-04-13,154,4,0.97,2.95,18,0.94,118
3907e802-2195-4a9a-b1ae-122a7ff78dff,Apparatus H,2021-08-22,290,4,0.99,7.74,41,0.88,186
84995fde-ddf1-40ed-af01-7420e961d33b,Gadget B,2023-08-25,707,20,0.97,2.38,138,0.95,301
3672d0e7-1e45-45ed-ac8c-c641b1bb9c5e,Gizmo J,2023-08-04,740,16,0.98,7.81,136,0.98,383
deaef354-8a2d-441a-82ad-c4cf0e52651b,Machine G,2021-10-29,858,25,0.97,3.53,56,0.87,110
e2e30112-e5cd-422b-9947-9093f1a6aeb8,Device C,2021-07-23,984,61,0.94,6.02,18,0.84,352
716c0e3e-be34-4455-b431-88cd06a90857,Contraption I,2022-04-01,721,28,0.96,3.23,104,1.0,496
40fd6e11-26f8-436b-890f-fe9592547f1b,Tool D,2022-12-19,409,9,0.98,2.07,137,0.96,463
fa7f7eb8-107b-4f94-a1e8-89d332e28d65,Machine G,2023-04-14,950,44,0.95,3.73,85,0.98,454
ab173e89-c98b-4826-aea3-e3a8644ea305,Device C,2024-01-16,469,42,0.91,4.05,170,0.85,494
22f4184f-1a1a-4b7a-b8bf-73b79b34bf4b,Widget A,2022-03-03,213,6,0.97,6.15,95,0.83,247
6cc10283-5178-4295-9e51-3f103dc31003,Apparatus H,2023-09-11,822,29,0.96,2.51,48,0.87,216
7de61ef8-e6c7-4a23-9c69-da77398ef2bb,Device C,2023-09-16,714,56,0.92,3.37,85,0.86,227
f1729071-4d23-482c-b0d2-4a3692f03e9f,Gadget B,2023-04-01,417,20,0.95,5.1,53,0.92,406
64f2d28b-6c8b-40fa-b54d-f9f5ea8d0d7d,Component E,2023-05-14,319,17,0.95,2.39,162,1.0,81
feceee17-2bbc-46ad-ab61-e93d256e7cc1,Contraption I,2021-07-21,152,14,0.91,6.52,94,0.83,432
d84a8259-955e-4da3-b17e-5f802dd2697e,Apparatus H,2021-05-24,747,5,0.99,2.69,29,0.82,476
9eb5c856-bb3e-45b5-a117-a82f445eef71,Instrument F,2021-09-05,696,20,0.97,4.98,68,0.98,79
b2ac4858-4c79-4945-a169-7d31fb3436d9,Tool D,2023-10-17,387,21,0.95,5.6,74,0.99,195
6734bf1a-0de6-4156-88b7-f13b682ad6c0,Tool D,2023-07-28,419,28,0.93,4.98,161,0.93,394
2b2da0a6-0742-431a-a631-92e559c9db31,Widget A,2024-04-18,883,69,0.92,2.88,116,0.81,484
dae31533-3995-46e3-9ebc-498db5a77790,Widget A,2022-12-22,332,27,0.92,4.39,118,0.91,127
f3dee49b-27f3-4952-8b82-bc3c9ec7d8b7,Apparatus H,2022-03-28,850,53,0.94,7.43,113,1.0,464
58e67618-0241-429f-bf3e-d5d5eee7634b,Widget A,2021-09-24,794,53,0.93,2.78,124,0.96,489
7877cd01-6f81-41a8-94f1-8ea43eae6dca,Gadget B,2024-02-15,200,18,0.91,7.29,95,0.97,68
e4b05c41-02d6-48ef-8b88-f56ec75b8574,Device C,2021-12-12,449,9,0.98,7.56,118,0.97,292
baaaea59-1d49-40a7-8806-b095824dc4f3,Widget A,2021-08-10,876,84,0.9,3.51,144,0.89,477
51658481-2baf-4945-8d82-fa6ca3f43dbf,Instrument F,2024-01-28,354,1,1.0,5.7,24,0.99,190
884cfe29-1a76-48bd-92fe-aecec5a08035,Apparatus H,2023-10-31,884,53,0.94,6.67,144,0.91,190
aeb491bd-e47c-48a8-a654-64c66fd758d9,Instrument F,2022-11-28,618,37,0.94,5.3,117,0.87,112
693dda4a-2572-4785-ade9-e2a0cd70fe10,Tool D,2023-01-18,308,30,0.9,6.81,67,1.0,455
c609f870-0476-4e22-8214-6b5ff9cb7442,Tool D,2023-06-30,204,6,0.97,6.19,62,0.87,304
8af4f0e1-3c68-4ef7-9e76-cb7436f26ba8,Instrument F,2022-04-14,467,38,0.92,3.63,124,0.95,409
968f6b90-0e3c-4781-b68f-b53c9b8fc3fb,Widget A,2024-03-17,657,62,0.91,2.62,144,0.86,148
c8e53620-d803-4768-bb29-1b6d1e64bb0a,Gizmo J,2022-11-30,699,11,0.98,5.8,80,0.92,402
94d2c67e-ba27-4808-9971-cd4ab6bc2088,Device C,2023-08-18,184,13,0.93,3.79,19,0.9,108
130949d8-162d-470b-9ec5-0be8e28dfee5,Tool D,2022-09-30,456,41,0.91,4.35,85,0.96,473
52822376-2b27-4c42-90f1-bdd8c150dd1d,Gadget B,2024-04-15,406,24,0.94,6.38,95,0.99,249
3d005a38-6a19-4da4-8310-3ce08fbae369,Device C,2023-12-03,958,7,0.99,4.41,28,0.81,449
ef9a045f-62a3-4da7-bd78-c058fdb18d92,Widget A,2021-09-28,136,6,0.96,5.15,16,0.84,313
57d2df6b-9666-4055-afb3-ec9110b7b4ea,Machine G,2021-08-28,815,36,0.96,5.81,135,0.83,249
a3eff8ed-8504-45c2-baa7-5cdbd9176816,Gadget B,2022-06-27,811,68,0.92,4.14,30,0.92,280
c801790d-d148-499f-985f-d77cd17ea6c0,Widget A,2021-10-23,300,14,0.95,4.86,107,0.82,360
613c35f6-9a7c-4991-a7a2-a051ad44b43c,Component E,2022-04-15,351,9,0.97,3.2,50,0.82,305
d729ef34-e371-4972-8ea1-1c31f71fe824,Instrument F,2021-08-03,181,10,0.94,4.59,177,0.97,243
de447c2e-305a-4a06-aea9-de23334b4b1a,Widget A,2023-05-21,460,33,0.93,7.11,148,0.96,247
10cca058-92c4-499d-882b-3a61767550ba,Component E,2021-08-27,926,69,0.93,2.67,23,0.99,496
073d0662-d9b8-448e-8c7f-0c4640138f57,Component E,2022-07-17,537,15,0.97,5.55,134,0.99,327
6c05aafd-0c25-434e-8564-b8f4b9322c2d,Device C,2022-11-20,733,30,0.96,2.37,95,0.99,151
1bdcf9b9-61f3-44a4-85a0-8f4cc801e843,Gizmo J,2023-07-23,696,33,0.95,2.68,103,0.99,159
085036e2-2507-4621-8494-537d132dc442,Machine G,2023-01-07,306,27,0.91,7.12,96,0.89,195
c343eaca-d6f7-4d4d-b46a-e4443b234288,Widget A,2023-01-09,845,38,0.96,3.29,94,0.83,152
89bc88e4-feb6-4b7d-a21f-6cf577bddbab,Component E,2023-10-01,103,0,1.0,6.92,107,0.97,318
4fc1a2bc-3992-4dbd-a32c-f02a655ae8e6,Machine G,2022-07-28,337,2,0.99,2.24,104,0.85,333
cb192bb6-622a-447f-a1f9-94adf2b716a5,Apparatus H,2023-09-23,139,10,0.93,4.36,49,0.82,103
6525752a-e452-4165-b7ab-3270267cd56f,Device C,2022-08-23,494,9,0.98,7.71,62,0.8,379
7170f668-ae86-423e-867b-8105dcb8fee9,Instrument F,2022-05-26,489,33,0.93,4.46,122,0.88,227
dabf6e98-2084-480c-9a53-dead16c58338,Tool D,2024-04-12,547,6,0.99,7.55,63,0.81,160
51ccfbb0-0f4e-4649-a08e-5f23ac30c060,Machine G,2022-08-26,861,11,0.99,7.13,83,0.81,238
60cfb042-345e-457f-9eeb-be4ff0a8ea38,Contraption I,2021-10-17,618,59,0.9,6.14,112,0.87,330
11b8fa7a-8475-4748-8e99-3909ec479ffa,Gizmo J,2021-08-05,801,68,0.92,3.07,78,0.95,108
8a741525-1011-407b-abea-4e5e05d0fde9,Gadget B,2023-11-26,230,8,0.97,2.88,147,0.88,208
a440d276-3a2c-467d-b079-5ab8e412cbda,Tool D,2022-12-12,699,56,0.92,5.01,172,1.0,161
0a8a415e-6dd1-48ba-beb1-c76818d5ee8c,Widget A,2022-02-15,800,76,0.91,4.09,28,0.95,422
0d899838-4087-4934-a10a-f8d3d69d34de,Apparatus H,2021-12-21,403,38,0.91,5.77,60,0.9,437
6b775032-0abf-42d9-bfaf-e061610280b4,Machine G,2023-12-14,600,49,0.92,6.96,112,0.81,118
afba7aa4-0f92-45f8-8899-86f346ba15dd,Tool D,2022-12-27,273,1,1.0,7.48,14,0.87,357
f2647a12-1ae8-43c4-abe0-6e3e1a5bad94,Device C,2022-03-14,668,1,1.0,5.26,85,0.94,245
0d51fcca-74b2-4f55-9cac-6afdb4f7ae59,Gadget B,2022-06-16,569,1,1.0,2.16,155,0.81,335
058ea0de-a1c5-4b34-a7b2-5f1563d648a1,Machine G,2022-09-29,442,5,0.99,6.66,32,0.97,67
fcacafc0-e121-4f1f-8e63-c431e65a8cba,Widget A,2023-09-14,127,1,0.99,5.42,13,0.92,190
ba3e9360-5d41-42b7-b043-6160369e4e02,Widget A,2022-07-25,676,9,0.99,4.79,127,0.82,334
1b3c7200-94ca-4786-a743-d0314463c294,Device C,2021-09-03,156,14,0.91,7.32,146,0.89,482
d32cd4f3-2307-4489-86a4-0c1d512dd8bd,Apparatus H,2021-06-04,899,71,0.92,3.89,14,0.84,137
c8f0db2c-c0cb-4905-8a5a-a6856877b4b4,Apparatus H,2023-02-23,388,26,0.93,3.98,154,0.95,156
68d4a3bd-1613-4e49-8180-87099965dd27,Component E,2023-07-17,928,12,0.99,5.15,126,0.91,310
24e90705-abab-4dc9-8b48-5e90a874abd3,Apparatus H,2022-01-06,725,27,0.96,5.78,78,0.8,133
7fbab753-fc2d-4659-b460-2d5c837ca02a,Gadget B,2023-12-04,345,16,0.95,6.15,143,0.94,356
20fbcd6a-a6a1-4e12-9026-0ba5431ee8be,Component E,2023-05-11,791,59,0.93,2.6,93,0.88,430
832ad369-c9f5-4bd8-9b92-18c82544fd8e,Component E,2022-01-18,919,6,0.99,7.18,112,0.94,88
378e8ed5-6aaa-4f98-add1-3b89d8b9831f,Tool D,2023-05-01,655,14,0.98,5.96,114,0.83,391
e66fc004-7d16-46e3-bda3-31263c3751d8,Machine G,2024-04-04,111,11,0.9,2.26,18,0.99,212
f065d953-0c09-4299-9595-25cb1829470e,Machine G,2022-09-14,771,1,1.0,6.66,45,0.89,412
ce7cf9a9-a2b7-4c4c-a75d-82359c3e6ad9,Gizmo J,2023-04-20,686,16,0.98,6.25,41,0.88,81
b64952d0-5d62-4d26-95dc-925d3999f854,Machine G,2022-06-17,675,34,0.95,4.27,11,0.93,107
b3aef539-d398-4e36-a8ab-df72afa4ce02,Gizmo J,2024-04-16,490,48,0.9,4.21,74,0.88,341
5cc0b990-317d-4ebc-9bf8-99ce1bcf1860,Widget A,2023-02-26,511,15,0.97,5.2,134,0.81,415
0b8cf463-e939-4cae-97d5-b59dcdb1824a,Component E,2022-01-15,622,53,0.91,3.6,78,0.95,341
2ffce627-23a9-46b1-9592-ffd15aef66b7,Machine G,2024-04-09,394,23,0.94,5.09,129,0.83,404
4274b2b8-9d20-4bc8-ab75-1662d735f246,Gadget B,2024-03-16,544,54,0.9,7.58,125,0.94,296
99718a3b-8d4d-4159-a751-cbdf14beacb3,Apparatus H,2022-05-16,663,44,0.93,7.64,93,0.85,250
5e232574-ee17-4078-a4c8-ae2e84921bcb,Device C,2022-05-02,345,22,0.94,3.64,165,0.87,337
178be778-ce25-4834-b135-74c606fbc5aa,Device C,2023-11-29,414,6,0.99,5.29,14,0.93,220
42bc4034-e77d-4086-b977-73e4961abf36,Gizmo J,2021-06-05,941,77,0.92,3.3,98,0.92,368
ac109f87-b618-4c4e-b437-4918be71dd59,Machine G,2023-12-05,607,1,1.0,7.72,125,0.94,455
7adf163c-08d1-4e96-933d-afd1c6c2394d,Instrument F,2023-03-26,548,10,0.98,6.58,149,0.86,306
9bb7ca84-f900-4b06-af82-010ed960debb,Widget A,2023-04-08,452,10,0.98,5.07,70,0.86,401
675b081f-0a4b-40d9-abfd-50c98f12e36c,Instrument F,2023-03-16,104,3,0.97,3.58,31,0.81,299
ef978b72-94f2-4391-a714-fff9d7cc89f9,Widget A,2022-09-16,905,29,0.97,5.84,25,0.91,405
5ac5bdef-ac28-4c00-9d08-ad1d74d78f01,Tool D,2022-04-10,584,0,1.0,3.66,28,0.84,414
be6ad568-5e82-4e2d-bc4e-37a92a0974be,Gizmo J,2023-07-31,800,43,0.95,7.48,26,0.89,458
e8914165-0fe7-451d-9a1e-af0505a6e7ba,Instrument F,2021-11-19,711,2,1.0,7.73,25,0.87,154
d6f2d6c7-a067-4c27-a955-47991718aa03,Widget A,2021-12-25,413,7,0.98,7.45,125,1.0,251
a9f94c23-98b4-4c43-b374-a5ffcdb91b7e,Machine G,2022-06-21,744,36,0.95,3.09,67,0.8,233
4733e1ab-fd51-48c5-b903-2557d426abf6,Machine G,2024-03-15,977,32,0.97,6.64,165,0.95,349
98ac53de-7a03-4ce8-b2c1-c7f202cea9f5,Contraption I,2023-04-26,257,23,0.91,7.34,160,0.98,413
c98e2748-cf21-4323-a066-a0486dcb38f0,Machine G,2022-12-01,605,5,0.99,3.0,96,0.81,281
325f7817-7a69-4ed8-9275-8fe1af2c5ea4,Widget A,2021-07-07,615,40,0.93,5.8,76,0.91,125
3317121f-0450-473c-84fc-16a0f2483108,Gadget B,2022-09-20,778,19,0.98,7.16,49,0.89,420
17f5228a-45b4-4e56-93f4-826e8a3ed2c1,Apparatus H,2023-08-25,461,37,0.92,4.71,160,0.85,120
68adcfa2-d6d4-4a55-8a3d-00417bc58b1c,Machine G,2023-03-31,544,21,0.96,4.98,14,0.91,159
fa8a6bfa-1019-4160-8d71-5da21273e292,Component E,2023-10-09,864,24,0.97,7.9,159,0.95,106
66cf5dcc-15b3-4c34-af14-1ac8d5a49a4b,Tool D,2021-09-23,692,38,0.95,5.23,61,0.82,137
33c92d0d-7532-49ae-903d-19f3e257cb13,Gizmo J,2021-10-29,276,23,0.92,6.77,135,0.82,313
b059ff0f-e112-424f-862f-22e64f129e82,Gizmo J,2022-07-11,284,18,0.94,5.32,159,0.82,288
651583e5-4196-48ca-9003-8206ce6caa8a,Gizmo J,2023-09-08,591,9,0.98,5.89,127,0.9,143
b3f9972d-780d-452f-b12a-eaedc112e2ea,Contraption I,2022-04-27,771,43,0.94,6.1,163,0.96,236
0ee02ebb-e350-44d8-a2fc-fb6a89a004be,Widget A,2021-06-02,541,50,0.91,2.66,109,0.97,185
4d34426f-c3ba-4005-85b7-5a31950ee367,Machine G,2022-01-26,442,41,0.91,2.41,124,0.95,430
98c60206-fcc9-4822-9bbd-e2c57d1b02f0,Device C,2023-06-14,117,10,0.91,6.18,149,0.85,423
5f502e80-e031-4913-b0be-0f7521741854,Apparatus H,2021-06-12,770,9,0.99,2.13,104,0.95,347
510028e9-2f66-4a9b-901b-c78c1a76daec,Widget A,2022-05-12,709,45,0.94,3.55,36,0.9,243
