CustomerID,DateOfJoining,DateOfLeaving,ComplaintIndicator,ChurnIndicator,Revenue,Latency,SubscriptionPlan,PlanType,UsageMinutes,DataUsage
5879,2022-09-07,,0,0,76.02,28.57,Standard,Prepaid,66.45,31.97
9823,2022-11-02,2023-07-11,0,1,49.64,48.55,Premium,Postpaid,2325.98,62.86
1831,2023-02-25,,1,0,82.01,86.23,Standard,Postpaid,3297.35,87.76
3570,2023-02-12,2023-07-06,1,1,26.47,50.94,Premium,Prepaid,4629.25,59.53
7589,2023-10-20,,1,0,52.0,15.63,Basic,Postpaid,551.04,68.64
7471,2022-11-01,2024-02-15,1,1,73.64,46.73,Standard,Prepaid,3514.44,85.74
2029,2022-05-20,2022-11-08,0,1,20.9,42.9,Standard,Postpaid,582.8,22.81
6593,2024-02-02,,0,0,82.61,74.5,Premium,Postpaid,4329.62,15.66
7392,2024-01-09,,0,0,97.52,51.3,Standard,Postpaid,2734.25,3.47
3376,2022-08-13,,0,0,38.58,55.41,Premium,Postpaid,4651.77,19.55
8966,2023-03-30,2024-04-06,0,1,12.75,94.9,Basic,Postpaid,2383.81,6.53
5664,2023-12-07,,0,0,59.14,17.34,Premium,Postpaid,3704.29,66.5
8793,2024-02-01,,1,0,55.54,57.11,Standard,Postpaid,822.9,15.08
1188,2023-02-24,2024-01-22,1,1,86.6,27.53,Standard,Postpaid,4672.35,84.08
8749,2023-11-10,,1,0,50.48,66.91,Standard,Prepaid,4429.02,56.63
4722,2023-12-18,2024-01-29,1,1,89.47,40.45,Standard,Postpaid,1140.83,87.52
6615,2023-03-25,2023-05-11,1,1,58.13,34.59,Standard,Postpaid,3158.71,96.7
4664,2024-03-04,,0,0,97.93,78.32,Premium,Postpaid,4091.37,98.55
3680,2024-04-02,2024-04-12,0,1,16.77,11.42,Basic,Prepaid,193.23,60.61
9798,2022-11-05,2024-01-31,1,1,54.44,90.91,Premium,Prepaid,773.36,9.37
3754,2024-01-22,2024-03-15,1,1,91.59,79.44,Basic,Postpaid,4098.2,69.11
4466,2022-11-13,2022-11-15,1,1,75.53,90.02,Basic,Prepaid,2776.03,26.36
5279,2022-10-10,,0,0,73.77,72.47,Premium,Postpaid,4817.37,38.88
4642,2023-01-24,2023-05-08,1,1,22.4,25.79,Basic,Postpaid,2895.99,11.33
3399,2023-01-02,,0,0,36.96,63.31,Standard,Prepaid,4334.3,30.67
6154,2024-01-10,,1,0,60.65,35.2,Basic,Postpaid,2386.55,35.58
4886,2023-09-15,2024-02-07,0,1,40.51,28.56,Premium,Postpaid,1819.69,95.16
9276,2024-02-25,,0,0,67.52,96.28,Premium,Prepaid,4895.53,27.21
8802,2023-06-23,2023-09-23,0,1,91.36,34.31,Basic,Prepaid,264.2,37.77
9252,2022-06-25,,0,0,30.7,11.42,Basic,Prepaid,3316.04,62.96
3843,2024-01-13,,1,0,56.03,40.61,Premium,Postpaid,4871.52,83.41
1458,2023-11-14,,0,0,96.7,18.88,Basic,Postpaid,1219.31,95.31
8604,2023-04-17,2024-05-05,1,1,44.51,40.29,Standard,Prepaid,2648.92,90.36
6181,2023-02-08,,1,0,83.17,94.75,Basic,Prepaid,54.03,9.63
8126,2023-06-14,,1,0,49.86,34.13,Basic,Postpaid,3941.04,54.18
7045,2024-03-07,,1,0,97.0,12.72,Basic,Postpaid,3902.82,40.48
5089,2022-10-22,,1,0,83.75,79.34,Premium,Postpaid,202.62,58.23
8758,2023-02-08,2024-01-07,0,1,69.52,45.96,Premium,Postpaid,3403.93,13.75
1608,2023-04-11,2023-11-13,0,1,16.66,16.69,Basic,Prepaid,4411.86,1.31
7462,2022-12-09,2023-02-02,0,1,16.18,35.01,Standard,Prepaid,1075.46,20.26
6507,2023-10-05,,0,0,38.35,34.38,Standard,Postpaid,1669.11,79.48
4200,2023-02-15,,0,0,66.59,18.61,Standard,Postpaid,2515.58,55.83
8247,2023-02-11,,1,0,93.53,72.82,Premium,Postpaid,4676.55,46.65
2099,2024-02-04,2024-02-08,1,1,89.33,54.0,Standard,Prepaid,3605.8,76.9
3645,2023-03-19,2024-03-22,0,1,77.08,30.01,Basic,Postpaid,336.69,15.78
9706,2024-03-17,,1,0,74.01,53.48,Premium,Prepaid,4987.27,7.32
3323,2023-09-07,,0,0,64.06,66.64,Basic,Prepaid,2320.45,44.53
8440,2023-05-24,,1,0,88.88,52.95,Premium,Prepaid,2087.02,74.36
7034,2023-12-05,,0,0,43.66,58.25,Basic,Postpaid,1035.89,63.27
1169,2023-10-23,2024-02-09,1,1,70.39,19.96,Premium,Prepaid,3069.53,35.63
9415,2023-12-11,,0,0,76.26,25.37,Standard,Prepaid,2622.45,97.43
4438,2023-06-24,2023-08-26,0,1,23.06,57.85,Basic,Postpaid,1889.72,25.51
7188,2022-08-22,2024-01-12,1,1,50.46,66.22,Standard,Prepaid,4467.97,75.61
2710,2023-12-13,,1,0,17.89,64.82,Premium,Prepaid,1174.48,61.5
2127,2023-08-31,,0,0,41.17,96.17,Basic,Prepaid,1086.04,3.48
9115,2023-03-28,2023-10-08,1,1,81.63,42.93,Premium,Postpaid,3011.39,47.45
1265,2023-11-18,,1,0,19.46,26.19,Premium,Postpaid,100.93,29.45
6701,2023-06-05,2023-07-23,0,1,82.38,42.13,Standard,Postpaid,170.07,83.65
3590,2024-02-10,,1,0,29.45,21.12,Premium,Postpaid,2636.71,51.06
1584,2023-08-19,2024-01-08,0,1,96.44,43.11,Premium,Postpaid,1374.15,66.26
1127,2024-05-07,,1,0,37.71,92.93,Basic,Prepaid,4552.68,63.55
8890,2024-05-17,2024-05-19,0,1,46.19,69.74,Basic,Prepaid,1361.57,65.41
9528,2023-06-01,,0,0,28.72,61.11,Basic,Prepaid,1843.79,74.98
3736,2023-04-02,2024-03-16,1,1,57.21,97.99,Standard,Prepaid,2798.87,73.94
8041,2023-06-16,,1,0,16.58,95.03,Basic,Postpaid,4414.84,14.25
8897,2022-09-20,2023-02-13,1,1,83.71,32.84,Standard,Postpaid,4682.96,16.05
3010,2024-04-24,,0,0,40.47,86.32,Basic,Postpaid,729.63,68.03
5988,2023-06-25,,1,0,11.85,99.54,Basic,Postpaid,358.39,18.74
5363,2023-08-21,,1,0,61.94,94.18,Premium,Postpaid,2898.17,74.37
3839,2023-01-12,,1,0,33.34,87.13,Basic,Postpaid,4062.74,48.7
1316,2023-11-28,,0,0,73.97,38.79,Premium,Postpaid,2936.08,72.7
3713,2022-11-29,2023-10-31,1,1,56.69,17.84,Premium,Postpaid,825.03,16.64
9377,2022-08-07,,0,0,92.14,29.12,Basic,Postpaid,1511.63,31.99
2838,2022-09-01,2022-10-22,1,1,59.2,33.42,Standard,Prepaid,927.43,24.97
1562,2024-02-06,,1,0,44.12,71.9,Premium,Postpaid,1241.08,27.61
5860,2023-08-29,2024-02-06,0,1,43.36,61.55,Basic,Postpaid,3894.64,77.23
8222,2023-01-04,2023-06-28,0,1,44.89,22.19,Premium,Prepaid,147.9,60.47
1416,2022-10-07,,1,0,16.45,33.38,Standard,Prepaid,4642.16,20.17
6058,2023-06-02,2023-07-24,0,1,92.31,74.53,Premium,Prepaid,4924.9,28.15
6037,2023-08-28,2024-02-19,1,1,68.01,57.46,Premium,Postpaid,3740.18,63.29
2326,2023-12-06,,0,0,48.87,59.1,Basic,Postpaid,2565.05,64.71
6764,2024-01-22,,0,0,87.22,59.46,Basic,Postpaid,426.9,89.36
8876,2023-05-04,,0,0,52.63,36.52,Basic,Prepaid,265.52,63.05
7071,2022-09-11,,0,0,74.65,73.74,Basic,Postpaid,2575.28,8.98
8737,2022-07-16,2024-03-02,1,1,77.25,40.86,Basic,Postpaid,162.14,96.69
1983,2022-10-24,2024-05-01,1,1,46.02,71.28,Premium,Prepaid,4342.77,42.5
9581,2024-04-25,2024-05-19,1,1,76.1,62.68,Premium,Prepaid,3106.96,1.74
3178,2023-09-30,,0,0,87.2,89.92,Basic,Postpaid,1583.52,93.03
6636,2022-09-10,2022-09-14,1,1,55.52,36.46,Premium,Postpaid,2022.46,41.48
3020,2023-10-19,2024-01-13,0,1,56.8,38.61,Basic,Prepaid,4277.37,79.74
3393,2023-04-28,,1,0,28.86,29.72,Premium,Postpaid,1301.1,38.28
4803,2023-02-18,2024-03-04,1,1,83.4,26.56,Basic,Prepaid,1089.37,60.53
6662,2022-11-22,,1,0,26.27,81.03,Premium,Postpaid,2263.81,33.97
7350,2024-03-05,,1,0,25.68,84.17,Premium,Postpaid,2527.78,16.73
1077,2022-08-25,,1,0,30.03,23.0,Basic,Prepaid,482.65,20.62
7680,2023-09-14,,0,0,55.27,86.12,Standard,Prepaid,3442.25,47.24
6473,2023-08-03,,1,0,75.21,99.33,Standard,Postpaid,2658.58,4.55
6421,2024-02-29,,1,0,39.42,80.62,Premium,Postpaid,3248.03,56.42
7713,2024-02-01,2024-05-12,1,1,40.11,94.6,Standard,Prepaid,3503.39,40.68
9344,2023-01-31,,1,0,15.01,82.46,Basic,Postpaid,1010.23,84.37
9118,2023-11-03,2023-11-04,1,1,86.81,52.34,Premium,Prepaid,2217.6,92.45
6423,2022-12-21,,0,0,78.81,12.57,Standard,Prepaid,4350.22,74.76
4348,2023-02-10,,1,0,82.36,27.18,Premium,Prepaid,3938.58,16.26
4472,2024-03-25,2024-03-31,0,1,12.4,75.04,Premium,Postpaid,2132.92,54.96
5897,2022-08-20,,0,0,70.36,26.13,Standard,Prepaid,2544.14,43.37
7695,2023-04-23,2023-09-04,0,1,97.57,76.7,Basic,Postpaid,4685.29,58.6
8056,2024-04-19,,1,0,39.38,56.87,Premium,Prepaid,2461.14,57.45
3555,2023-08-24,2023-11-14,0,1,27.31,64.17,Standard,Prepaid,1801.86,69.48
6147,2024-03-21,2024-04-06,0,1,13.18,97.63,Basic,Prepaid,4133.2,81.16
3022,2023-04-09,,1,0,11.4,34.61,Premium,Postpaid,4199.65,1.19
5936,2024-03-07,2024-03-25,1,1,50.01,27.06,Premium,Postpaid,3868.44,4.92
7643,2023-10-22,2024-03-09,0,1,86.69,44.29,Standard,Postpaid,2937.48,8.52
1696,2023-08-26,2023-11-26,1,1,78.35,46.3,Standard,Prepaid,249.97,89.4
3191,2023-01-10,2024-02-24,0,1,36.35,77.72,Premium,Prepaid,4057.06,83.64
9012,2024-04-07,2024-05-18,0,1,92.28,87.81,Premium,Prepaid,1345.85,92.67
1528,2024-01-30,2024-01-30,0,1,17.34,58.69,Standard,Prepaid,1645.84,5.64
7516,2022-09-10,2023-02-17,0,1,31.55,30.2,Basic,Prepaid,3618.74,33.21
6425,2022-06-25,,0,0,99.75,23.31,Basic,Prepaid,3034.01,33.37
5310,2022-12-07,2024-01-01,0,1,68.21,95.92,Premium,Postpaid,1186.15,51.11
2488,2023-07-15,2023-10-23,0,1,51.12,79.59,Basic,Prepaid,3714.47,30.75
7301,2024-02-23,,1,0,88.78,69.72,Standard,Prepaid,3039.01,40.75
1725,2022-07-02,,0,0,70.5,29.06,Standard,Prepaid,4769.93,67.57
9856,2022-06-17,2024-04-07,1,1,82.02,39.78,Premium,Postpaid,682.69,18.68
9442,2023-02-11,2023-03-23,1,1,23.71,29.51,Premium,Prepaid,2794.33,18.22
4862,2024-02-01,2024-02-19,1,1,13.58,62.14,Standard,Postpaid,481.84,100.0
2723,2023-12-04,2024-05-05,1,1,73.0,49.06,Premium,Prepaid,76.7,27.56
6747,2024-04-07,,1,0,34.83,24.91,Standard,Prepaid,749.16,26.98
5249,2023-07-19,,0,0,45.98,48.31,Premium,Postpaid,2253.5,61.38
2045,2023-08-18,,0,0,18.97,23.46,Standard,Prepaid,3099.32,87.32
8176,2024-03-17,2024-05-19,0,1,41.52,81.31,Premium,Postpaid,3678.3,57.57
6980,2023-06-01,2023-12-05,0,1,26.23,15.86,Premium,Prepaid,68.0,51.3
3360,2023-04-11,,0,0,47.92,54.2,Premium,Prepaid,887.01,23.18
8803,2022-08-20,2022-10-02,1,1,62.55,56.35,Standard,Prepaid,3670.95,50.24
2566,2023-09-09,,0,0,74.55,55.53,Standard,Postpaid,121.37,70.82
9160,2022-08-04,2023-07-20,0,1,61.9,70.48,Premium,Postpaid,4231.94,97.8
3589,2023-03-05,2024-02-20,1,1,32.69,91.8,Premium,Prepaid,3886.72,53.91
7911,2023-02-26,2023-10-19,0,1,22.15,88.29,Basic,Postpaid,181.8,10.75
6117,2023-12-18,2024-02-10,0,1,57.04,85.75,Premium,Prepaid,4183.94,23.41
9944,2023-05-08,2023-11-03,0,1,27.9,28.1,Basic,Prepaid,2461.01,19.44
9676,2024-04-17,2024-05-05,0,1,97.2,46.18,Premium,Prepaid,1346.93,62.74
4277,2022-09-08,,1,0,92.49,49.38,Basic,Postpaid,3171.12,69.49
9682,2024-02-26,,0,0,81.06,49.24,Premium,Postpaid,4631.21,57.24
5148,2022-12-10,,0,0,42.77,70.93,Premium,Postpaid,631.03,44.55
3583,2024-04-09,2024-04-21,1,1,52.3,56.53,Premium,Prepaid,1222.74,70.93
9941,2023-11-10,2024-02-18,0,1,38.19,13.9,Standard,Prepaid,1306.33,8.56
8158,2022-09-07,2024-05-17,0,1,35.6,89.02,Standard,Prepaid,1791.72,82.24
4838,2023-12-02,2024-03-14,0,1,31.59,58.78,Standard,Prepaid,3721.12,75.56
2359,2022-10-31,,1,0,54.21,98.56,Standard,Prepaid,2479.72,5.84
8767,2022-10-28,2022-11-25,0,1,49.56,34.9,Standard,Prepaid,3199.65,56.49
5006,2022-11-02,2023-03-14,0,1,93.33,12.41,Standard,Prepaid,418.14,84.88
7467,2023-06-19,,0,0,24.15,71.49,Standard,Postpaid,4857.23,31.27
8745,2022-06-21,,0,0,90.69,62.45,Premium,Postpaid,651.22,62.56
2469,2022-12-02,,0,0,93.7,75.58,Premium,Prepaid,453.36,12.72
7536,2022-06-06,,1,0,87.07,90.67,Basic,Postpaid,328.83,27.07
9407,2024-05-01,2024-05-16,1,1,52.89,84.56,Premium,Postpaid,4655.98,91.85
4334,2024-03-21,2024-05-07,0,1,55.17,44.84,Basic,Prepaid,3335.15,24.54
7626,2023-02-20,,0,0,96.14,40.87,Basic,Postpaid,4111.22,2.85
9742,2023-12-13,,1,0,39.07,51.65,Standard,Postpaid,4426.99,35.13
9192,2023-04-27,,1,0,92.04,86.88,Standard,Postpaid,1310.51,3.1
6685,2024-01-02,2024-03-24,0,1,70.53,87.45,Basic,Postpaid,92.53,23.91
7540,2023-07-10,2023-07-12,0,1,78.27,67.95,Premium,Prepaid,1287.48,76.57
5628,2023-01-11,,0,0,69.63,42.27,Standard,Prepaid,3078.44,39.89
8261,2023-01-21,,1,0,23.8,91.81,Premium,Prepaid,60.8,97.63
8392,2024-01-20,2024-02-20,0,1,76.82,57.39,Standard,Postpaid,2279.96,92.68
9393,2023-01-22,,1,0,22.43,97.88,Basic,Postpaid,661.02,40.58
4640,2024-01-05,,1,0,93.1,84.21,Standard,Postpaid,4389.98,36.8
3271,2022-10-05,,0,0,91.93,32.42,Basic,Prepaid,1780.51,95.5
1532,2023-12-31,,0,0,36.99,90.99,Premium,Postpaid,4376.11,71.26
4660,2024-03-23,2024-04-24,0,1,10.78,51.72,Standard,Prepaid,3382.57,41.56
4039,2023-01-15,2023-09-02,1,1,25.29,39.29,Basic,Postpaid,2883.16,97.76
9218,2024-03-26,,0,0,39.57,29.77,Basic,Prepaid,2614.68,53.57
9151,2023-12-18,,0,0,10.02,91.6,Standard,Prepaid,466.72,86.09
8342,2023-03-23,,0,0,34.22,37.26,Basic,Postpaid,719.83,55.91
6996,2023-06-06,2023-11-07,0,1,56.34,27.22,Premium,Prepaid,2823.74,90.97
6692,2023-06-06,2024-01-21,1,1,99.41,65.34,Basic,Prepaid,2322.85,51.0
7677,2024-03-10,2024-03-13,1,1,13.76,72.02,Premium,Postpaid,4195.57,9.5
3947,2022-06-08,,0,0,59.16,49.34,Basic,Postpaid,2601.86,17.68
1604,2023-02-24,,0,0,72.28,41.29,Premium,Postpaid,91.33,64.08
2349,2023-11-30,,0,0,46.39,84.85,Premium,Prepaid,3576.56,81.19
5114,2023-02-15,,1,0,74.18,14.02,Basic,Prepaid,3335.86,8.45
6315,2022-06-29,,1,0,16.87,83.12,Basic,Postpaid,3290.64,42.27
7102,2022-07-26,,0,0,63.47,16.36,Premium,Prepaid,4512.92,49.93
5977,2023-04-13,,0,0,20.74,52.23,Basic,Postpaid,3507.8,77.67
7313,2023-12-11,2024-02-15,0,1,31.88,68.07,Premium,Prepaid,1421.21,40.77
2581,2023-07-08,2024-02-10,0,1,36.02,22.32,Standard,Postpaid,3036.43,37.52
2091,2024-01-09,2024-01-13,0,1,51.04,14.65,Basic,Prepaid,1443.82,98.44
9855,2022-08-20,,0,0,20.69,17.93,Basic,Postpaid,4174.13,10.06
7184,2022-10-17,,1,0,94.36,41.94,Standard,Prepaid,1455.8,2.17
6408,2024-03-10,2024-05-02,0,1,20.63,73.02,Standard,Postpaid,3986.21,88.14
6517,2024-04-02,,0,0,13.77,90.15,Basic,Postpaid,1226.96,14.72
4110,2023-08-02,,0,0,83.53,43.65,Basic,Postpaid,3168.64,63.5
8364,2022-09-02,2023-04-10,0,1,56.34,24.77,Premium,Prepaid,1045.45,34.7
8397,2022-10-14,,0,0,13.05,64.51,Standard,Postpaid,1016.16,55.86
8713,2023-03-11,,1,0,52.29,90.63,Premium,Postpaid,4680.75,4.4
5097,2023-06-16,,0,0,32.88,88.68,Standard,Prepaid,1421.82,57.1
4525,2022-07-28,,1,0,54.13,43.08,Standard,Prepaid,4979.24,34.2
9412,2023-01-01,,0,0,38.95,72.54,Standard,Prepaid,1310.13,32.71
7192,2022-07-26,2023-05-01,0,1,33.67,10.89,Standard,Prepaid,1105.4,86.3
2204,2023-08-19,2023-10-04,0,1,38.78,83.66,Basic,Prepaid,1243.42,33.09
3391,2022-10-17,,0,0,29.41,69.91,Premium,Prepaid,4137.35,89.83
2198,2022-08-20,,0,0,65.68,71.23,Standard,Prepaid,733.24,6.68
5478,2022-09-28,,1,0,98.74,78.39,Premium,Prepaid,274.77,14.74
6575,2024-03-25,2024-05-14,0,1,30.9,51.35,Basic,Postpaid,2486.82,42.81
8680,2022-08-16,,1,0,14.2,89.25,Basic,Prepaid,2291.51,47.99
7496,2023-10-15,,0,0,16.09,26.13,Premium,Postpaid,2977.0,88.76
7353,2024-03-26,,1,0,85.16,63.36,Basic,Prepaid,2349.89,66.02
3670,2022-12-17,2022-12-20,0,1,30.74,35.71,Premium,Prepaid,1095.29,76.05
2725,2024-04-22,2024-04-22,1,1,45.81,79.36,Standard,Postpaid,2301.27,95.25
2057,2023-07-03,2023-11-16,0,1,27.48,59.85,Standard,Prepaid,2541.82,33.81
3933,2022-11-12,,0,0,16.04,31.58,Basic,Prepaid,3829.29,60.68
8116,2022-06-13,2023-10-31,0,1,73.34,50.99,Standard,Prepaid,466.69,50.61
2478,2023-06-15,2023-10-06,1,1,50.16,52.29,Basic,Postpaid,1742.91,81.66
7832,2023-05-10,2024-04-13,0,1,76.81,83.39,Basic,Postpaid,4834.71,17.02
1544,2023-12-16,,1,0,90.54,67.29,Standard,Postpaid,2955.65,52.38
1177,2022-08-01,,0,0,73.02,51.65,Basic,Prepaid,4929.71,38.3
3007,2023-07-28,,0,0,76.77,61.24,Basic,Postpaid,829.71,61.52
3421,2022-12-01,2023-09-10,0,1,83.84,52.51,Premium,Postpaid,3921.18,29.38
6080,2022-12-06,,0,0,89.6,87.51,Premium,Prepaid,866.21,74.32
1620,2023-12-11,2024-03-16,1,1,47.63,24.94,Premium,Postpaid,1815.71,37.92
7736,2023-10-03,,0,0,33.12,15.25,Premium,Postpaid,3478.57,52.48
7114,2024-01-06,,1,0,81.18,35.82,Basic,Postpaid,3870.74,79.53
4659,2023-11-13,,0,0,13.3,28.41,Standard,Postpaid,3866.15,52.84
4847,2023-03-31,,1,0,18.42,51.11,Premium,Postpaid,1072.13,32.32
6113,2024-03-28,2024-04-29,0,1,89.94,89.55,Premium,Prepaid,1211.9,95.7
8429,2024-03-23,2024-05-11,1,1,43.9,66.3,Basic,Postpaid,4814.96,8.44
6521,2024-03-25,,1,0,87.98,77.77,Basic,Postpaid,1166.02,12.42
2553,2024-03-10,,1,0,77.33,21.44,Standard,Postpaid,1718.5,99.23
3639,2023-12-05,2023-12-29,1,1,69.16,61.12,Standard,Prepaid,3837.67,67.94
3592,2022-11-30,2024-04-15,1,1,46.6,42.86,Premium,Prepaid,1859.17,18.98
9371,2023-07-22,,1,0,68.54,26.78,Basic,Prepaid,3381.79,42.6
1122,2024-02-10,2024-03-22,1,1,73.12,63.14,Standard,Postpaid,1519.02,13.93
8903,2023-08-26,2024-04-17,1,1,96.44,89.31,Basic,Postpaid,2674.32,63.35
7757,2022-08-02,2023-12-09,1,1,72.49,97.66,Premium,Postpaid,573.16,53.35
8441,2023-08-24,,1,0,38.41,97.82,Basic,Postpaid,231.19,50.84
5929,2023-07-12,,1,0,79.55,28.63,Premium,Postpaid,4472.53,77.51
9807,2023-01-01,,1,0,64.77,69.65,Premium,Postpaid,1719.92,71.26
1650,2023-02-25,2023-04-11,1,1,91.06,39.29,Basic,Prepaid,3025.15,50.27
2141,2024-03-13,,0,0,95.95,41.04,Standard,Postpaid,626.81,7.51
9385,2023-10-25,2024-05-02,1,1,67.05,19.49,Premium,Prepaid,941.31,59.56
9090,2023-03-29,,1,0,34.23,82.64,Premium,Postpaid,4752.16,73.33
5546,2024-01-24,,1,0,61.4,86.58,Standard,Prepaid,1780.14,61.96
6001,2022-11-04,2023-06-12,0,1,45.94,52.13,Basic,Prepaid,4932.4,15.66
5922,2023-08-19,,0,0,53.83,46.29,Premium,Prepaid,1374.13,37.87
3448,2024-04-01,,0,0,43.33,13.14,Basic,Postpaid,4288.3,97.71
6789,2023-11-12,2024-01-20,0,1,23.11,95.45,Basic,Postpaid,2682.8,12.16
7899,2024-02-01,,1,0,69.31,70.33,Premium,Prepaid,2764.46,93.51
1851,2024-03-20,,1,0,34.82,77.96,Basic,Prepaid,4756.61,72.16
8683,2023-12-03,2024-04-19,1,1,40.95,18.7,Standard,Prepaid,4635.35,16.75
6273,2023-07-27,,1,0,95.47,71.06,Standard,Prepaid,712.21,67.15
6068,2024-04-27,2024-05-12,0,1,52.33,30.29,Standard,Postpaid,2429.68,73.36
8095,2023-04-11,2023-11-07,0,1,47.06,22.0,Standard,Prepaid,4790.35,44.44
3097,2022-11-03,,0,0,52.47,53.34,Basic,Postpaid,3822.23,55.65
1640,2023-03-14,2023-12-26,1,1,41.72,55.83,Premium,Prepaid,3446.44,65.7
1603,2022-06-06,2024-01-25,1,1,65.48,89.22,Standard,Prepaid,256.36,57.49
8361,2022-12-15,,0,0,58.31,53.75,Basic,Prepaid,3946.85,14.66
7597,2023-06-02,,0,0,28.75,40.9,Basic,Postpaid,4702.85,36.36
9079,2024-01-13,,0,0,29.5,98.6,Standard,Postpaid,3573.83,25.19
5076,2022-06-30,2024-05-14,1,1,17.4,95.1,Premium,Postpaid,660.65,56.45
9898,2024-01-11,2024-05-04,0,1,67.81,15.06,Premium,Postpaid,3105.76,20.84
6541,2023-01-31,2023-02-09,0,1,55.98,47.5,Standard,Prepaid,1162.65,46.25
6493,2023-05-19,,1,0,95.23,46.75,Premium,Prepaid,3700.9,53.89
3234,2024-04-13,2024-04-27,1,1,36.35,36.41,Premium,Prepaid,1541.49,23.51
4766,2024-03-29,2024-03-31,1,1,56.88,24.95,Standard,Postpaid,1848.51,93.97
1593,2023-10-06,2024-05-14,1,1,86.43,43.09,Premium,Postpaid,1507.91,35.26
9739,2022-08-24,,1,0,86.8,35.27,Basic,Postpaid,3457.79,64.54
7739,2022-09-27,,0,0,95.05,77.42,Basic,Prepaid,946.96,74.73
8783,2023-05-11,,0,0,65.65,31.01,Basic,Prepaid,3971.53,51.39
7209,2022-11-13,,1,0,58.86,62.71,Standard,Postpaid,1183.64,97.47
3831,2024-03-25,,0,0,11.95,43.9,Basic,Postpaid,2430.31,68.96
5290,2024-02-20,2024-03-09,0,1,37.89,11.42,Basic,Postpaid,4716.47,5.62
2431,2023-11-12,2023-12-09,1,1,19.12,28.82,Premium,Postpaid,4556.93,54.96
1821,2023-12-19,2024-04-16,0,1,86.34,41.23,Basic,Postpaid,4157.54,56.67
9811,2023-02-12,,0,0,34.26,56.17,Premium,Postpaid,3382.3,49.97
2918,2023-05-28,,0,0,17.83,47.57,Basic,Postpaid,1029.18,97.18
4546,2023-12-23,,1,0,45.09,26.88,Premium,Postpaid,747.78,17.71
6467,2024-01-22,2024-04-15,1,1,63.79,38.9,Basic,Postpaid,1630.83,81.39
8491,2023-07-11,2023-10-05,1,1,19.75,81.0,Standard,Postpaid,94.86,18.22
9813,2023-01-19,2023-09-14,0,1,19.04,33.16,Premium,Prepaid,3691.74,96.92
8245,2022-05-28,,0,0,10.52,38.13,Standard,Prepaid,4835.2,9.57
2569,2023-06-01,,0,0,67.78,43.72,Premium,Prepaid,1108.63,52.36
2385,2022-12-10,2024-02-21,0,1,47.12,79.87,Standard,Postpaid,2547.99,45.17
4549,2024-01-28,,0,0,82.77,66.44,Standard,Postpaid,4348.5,21.11
6862,2023-06-04,,1,0,14.81,20.83,Standard,Postpaid,1189.02,8.81
3780,2023-05-09,2023-11-15,0,1,88.85,69.46,Basic,Postpaid,3418.82,17.6
5963,2023-04-08,,0,0,16.48,90.25,Basic,Postpaid,4563.93,36.2
2166,2024-05-18,2024-05-19,0,1,95.31,42.11,Standard,Prepaid,4889.4,18.95
9035,2022-05-24,2024-01-26,1,1,63.83,78.75,Standard,Prepaid,391.88,74.0
3957,2023-07-24,,0,0,24.87,31.61,Standard,Prepaid,1793.21,37.9
8202,2024-05-14,2024-05-19,1,1,87.6,23.93,Premium,Postpaid,4785.27,60.9
3386,2023-07-22,,1,0,92.83,22.37,Standard,Postpaid,1116.21,90.64
8474,2022-10-30,,1,0,36.53,92.31,Standard,Postpaid,3513.21,8.92
8921,2022-12-24,2024-01-19,0,1,73.94,12.09,Standard,Postpaid,4693.75,89.48
5434,2022-08-17,2023-04-27,0,1,53.43,11.62,Basic,Prepaid,2307.04,27.63
3505,2023-09-18,2024-05-10,0,1,99.38,86.61,Basic,Postpaid,4724.93,40.07
6555,2022-10-29,,1,0,32.2,44.64,Basic,Postpaid,1033.32,34.1
7985,2023-05-07,,0,0,27.86,50.26,Premium,Prepaid,3623.26,16.88
5875,2024-03-16,,1,0,15.48,62.27,Basic,Prepaid,3655.11,57.02
7231,2024-01-18,2024-04-30,1,1,28.98,99.38,Premium,Postpaid,777.37,6.99
6960,2023-08-10,2024-02-13,1,1,34.07,52.83,Basic,Prepaid,2761.14,78.18
6522,2023-05-10,,0,0,92.41,90.2,Basic,Prepaid,1404.65,55.8
2521,2023-07-17,,0,0,73.56,98.23,Basic,Prepaid,3149.24,57.74
6679,2024-05-10,2024-05-15,0,1,54.67,92.39,Standard,Prepaid,2961.55,35.98
1948,2024-01-04,2024-01-19,0,1,14.94,56.99,Basic,Prepaid,1756.84,38.62
1024,2023-03-16,2024-04-19,1,1,18.53,11.38,Basic,Prepaid,4434.09,81.68
9890,2024-05-18,2024-05-18,1,1,58.63,37.43,Standard,Prepaid,2272.31,97.97
4129,2022-10-04,2023-11-27,1,1,58.34,14.14,Basic,Prepaid,3660.99,49.24
9373,2023-12-13,2023-12-16,0,1,36.86,17.62,Premium,Prepaid,1182.19,47.99
2537,2024-02-25,,1,0,78.46,15.95,Basic,Prepaid,753.85,24.08
9595,2023-09-30,2023-10-24,1,1,60.79,65.25,Premium,Postpaid,1080.21,83.89
7135,2023-09-18,,1,0,62.36,21.87,Standard,Prepaid,3886.17,91.66
1933,2023-11-13,,0,0,53.67,56.03,Premium,Prepaid,1281.95,62.73
