Customer ID,Device Type,Time Spent on Site,Products Viewed,Products Purchased,Order Value,Country,Joining Date,Leaving Date,Product Name
04f61c07-031d-42c8-becd-8006e9b74128,Tablet,18.03,4,4,117.31,Djibouti,2023-01-23,,Smartwatch
6316d900-9040-45ed-8675-6b9096e155d6,Mobile,19.37,2,0,118.82,Italy,2020-03-22,2022-10-01,Camera
c9a033f5-98c3-4abd-8e41-1a52fde97022,Tablet,40.25,3,3,322.43,Armenia,2022-04-27,2023-04-03,Headphones
85c731c3-ecf3-420b-a9b4-e14419e23dd9,Desktop,19.85,9,6,106.77,Poland,2021-04-26,2024-03-17,Laptop
c89d3745-2dde-4837-a7d2-d5b6f943aca6,Desktop,44.79,9,0,392.37,Benin,2021-02-15,2024-02-03,Camera
19430816-d90e-4f85-8362-1caf71d74530,Mobile,38.55,10,1,330.8,Kazakhstan,2022-08-11,2024-04-10,Monitor
bc5ec128-b673-4617-85dd-c43fce00c30c,Tablet,59.24,5,5,202.59,Saint Vincent and the Grenadines,2021-08-30,2023-06-09,Mouse
3332fcf7-e67d-480c-9310-f2dab39eafb4,Desktop,49.11,6,4,403.65,Chad,2020-02-13,2022-12-09,Smartphone
3c72dde6-e53c-4be7-9cd0-efc786042d32,Mobile,33.05,8,7,474.41,Algeria,2020-11-21,,Headphones
f6526963-f429-4a81-a65c-4850f7ae8ed1,Tablet,37.95,9,4,103.89,South Georgia and the South Sandwich Islands,2020-06-07,,Headphones
cdb65101-95b1-4434-ad50-212fa8e955dd,Mobile,7.83,5,4,85.03,Burundi,2022-12-04,2023-02-15,Smartphone
53927b52-40ab-40a6-9d57-79120bff20ca,Tablet,54.41,1,0,137.7,Lithuania,2021-08-09,2024-01-26,Printer
7f5ac7b8-05bb-4dac-8dc8-bbb97f89114f,Tablet,33.49,7,1,420.13,Malawi,2023-01-10,2023-06-07,Smartwatch
b71de266-1bb9-4c46-b67e-0c380f584890,Desktop,38.18,4,0,220.5,Saint Lucia,2023-05-11,,Laptop
d3d49025-5b77-4eb7-8a6d-9d25710b95ee,Tablet,18.65,1,1,205.07,Jersey,2021-08-24,2023-03-16,Laptop
d29be9de-cf1d-4d8a-b495-cdfe537711c1,Desktop,18.17,5,4,476.87,Somalia,2020-12-20,2022-08-15,Monitor
bc6be432-dac5-4801-9baa-759e718f69f3,Desktop,41.54,6,3,207.23,Iran,2023-04-13,2023-05-06,Keyboard
74bdd56e-410f-4307-8d6f-194d76adedaa,Tablet,41.11,10,3,291.85,Mauritania,2022-08-02,,Smartphone
9c9680ba-a049-4ad7-a8c5-3bf404c9e124,Mobile,28.31,10,3,112.14,American Samoa,2021-09-06,,Smartwatch
00888510-c5ea-40c5-bdfc-4289b16ea986,Tablet,14.23,8,5,487.45,Netherlands Antilles,2020-05-17,2021-05-03,Tablet
1b3ee372-bb39-4168-b43e-079f875bb2c8,Mobile,17.54,6,5,348.79,British Indian Ocean Territory (Chagos Archipelago),2021-05-28,2022-06-17,Tablet
77a7acd5-8e4a-4f97-8e9e-3a45a8da24b1,Desktop,24.35,9,0,22.72,Canada,2022-07-18,,Smartphone
90c54b00-db93-4639-bbe1-0fb84236b4cf,Tablet,40.94,10,10,250.61,Nauru,2019-06-23,2020-05-13,Mouse
ea7142e6-e0dd-47fc-b821-befd46fe7b51,Tablet,12.42,8,6,308.71,Turkey,2020-07-23,2023-04-03,Smartphone
364d5de5-fcbe-4360-ad36-61853c07c82d,Tablet,49.14,2,0,364.88,Luxembourg,2020-04-13,,Smartphone
8b6b80ec-af37-4f76-8b76-0863e2735dc8,Tablet,35.55,10,3,342.48,Togo,2021-06-30,,Monitor
ac41c6de-6fbe-4185-883d-2f329e937b5e,Tablet,33.94,8,2,327.42,Dominican Republic,2020-07-01,,Printer
fddc6b21-a810-41e7-8083-6c7e11202d51,Mobile,47.95,8,3,353.9,Slovakia (Slovak Republic),2021-11-05,2022-02-14,Smartphone
439e0ea1-e95e-48dd-98ff-cb69f8388586,Tablet,22.19,2,2,187.93,Puerto Rico,2020-02-26,2024-02-01,Printer
2dd5fc77-f295-42d5-8096-b1c99f152788,Tablet,39.95,9,3,112.33,Andorra,2020-08-27,,Monitor
83249ac4-2f91-4ef0-9d9a-0b04e4848455,Tablet,6.89,10,0,413.2,Czech Republic,2020-08-06,2023-12-05,Smartwatch
595fda19-6012-4d69-872b-b770f8c06f24,Mobile,42.96,7,0,244.34,Uzbekistan,2022-12-03,2024-02-21,Smartwatch
a29e8fc3-0c1e-4b15-b9a0-90457e73de7e,Mobile,37.35,2,1,308.15,Christmas Island,2020-12-08,2023-05-22,Camera
a4f0a51a-9584-4c2d-a783-eccc66b3735d,Desktop,21.29,7,4,323.69,Bouvet Island (Bouvetoya),2022-06-04,2024-03-13,Camera
602e8821-5422-4258-a863-252c4430416d,Desktop,27.78,2,1,171.24,Saint Lucia,2020-02-06,2020-09-27,Laptop
14207a02-e69b-405c-b382-d70801444c4b,Desktop,50.27,7,7,154.22,Eritrea,2022-03-27,2022-10-09,Printer
ffb626da-25ca-45fa-8ccc-16c9571ae967,Mobile,19.04,8,1,144.52,Swaziland,2020-12-03,2022-01-27,Smartphone
d79f2ccf-c902-475a-af78-c3c284d5eba2,Tablet,8.26,7,4,417.21,Sierra Leone,2021-01-21,2021-04-25,Smartphone
955080d6-8a24-48cd-a67e-5b9d076edb9a,Tablet,38.93,9,0,216.57,Norway,2020-12-18,,Smartphone
0fac378f-7abb-47f4-b48d-81b92639c8b0,Desktop,54.03,1,0,400.98,Bahrain,2022-11-28,2023-12-27,Smartwatch
75a66e34-0a91-4aa9-b2f1-d5db6d45900c,Mobile,31.55,8,1,19.54,Jordan,2019-08-13,,Tablet
ed6149c5-8ee5-44a4-92ab-b60cf1ae7034,Desktop,26.41,7,6,116.09,Uganda,2022-08-31,,Smartwatch
38b56c2d-b478-4507-bb35-e6bfacb30ade,Tablet,20.69,5,0,320.59,Lao People's Democratic Republic,2022-04-22,2024-01-07,Smartwatch
65466728-4539-4e3b-bfd1-337ec3f4c870,Mobile,31.81,5,5,133.09,Pitcairn Islands,2021-08-14,2023-03-17,Smartwatch
5509b646-a11c-47f6-acb9-ed1eb9d567df,Tablet,29.47,8,2,221.24,Saint Vincent and the Grenadines,2020-08-14,2022-08-02,Tablet
e18a17f4-7180-4c94-896d-08f03f567311,Desktop,39.03,6,1,43.58,Slovakia (Slovak Republic),2019-07-03,2021-07-16,Headphones
52dd693f-bc2a-4ecc-842b-74a3949a4e27,Tablet,42.97,10,3,172.7,Algeria,2019-09-27,2021-12-28,Keyboard
4b2dcb8b-7378-4ae9-ba98-2a552a6a3b01,Desktop,26.82,10,0,358.57,France,2020-10-13,2021-06-23,Monitor
272aa96d-f33c-4381-b00f-8f2f16dc6cd9,Tablet,33.53,6,2,270.03,Mayotte,2019-09-17,,Printer
94f412a2-3b49-4256-9469-e6c4fd686691,Tablet,16.24,6,3,385.87,Burkina Faso,2022-05-06,,Camera
3172f937-9453-4637-b683-cbee50975fd7,Mobile,59.34,10,1,399.38,Guinea,2020-10-10,2023-04-03,Laptop
c1718c12-f0cb-4671-8843-271dcece24cd,Desktop,25.76,3,2,176.19,Puerto Rico,2021-07-13,2022-12-17,Camera
a234d56d-39e6-45a5-93d6-e8f0086fc536,Desktop,15.22,3,0,172.18,Canada,2021-04-22,,Camera
5782e178-b456-4758-b10d-2656b38778f0,Tablet,21.87,4,2,494.1,Palestinian Territory,2020-02-05,2023-01-13,Mouse
21bfc6ac-2cff-4bd3-8754-26ffff0e6c8e,Mobile,21.17,4,1,399.27,Congo,2022-07-15,2024-02-09,Mouse
1bf66f1d-faeb-426c-a826-526e8a0fa2ac,Mobile,59.75,5,3,244.89,Estonia,2023-01-30,,Smartwatch
f5cd22e4-16ae-45db-91ff-be38472d355b,Mobile,53.05,7,4,251.39,French Polynesia,2021-03-24,2021-08-27,Smartphone
88465d33-fd7e-4c80-b05e-2c4aa75c87fa,Desktop,28.5,9,5,331.0,Mexico,2019-05-26,2021-09-11,Smartphone
c488a33b-03d6-4443-a6d2-30dccbc5f452,Desktop,9.13,9,7,374.66,Montserrat,2022-12-04,2023-11-23,Tablet
c3f3ee5f-e337-4e00-bc1d-58e5c1fa4d8a,Desktop,57.87,3,2,38.11,Equatorial Guinea,2021-07-01,2022-01-13,Camera
92827c3b-a65d-4e10-88dd-d58a52687c26,Desktop,35.75,6,0,343.36,Mali,2022-09-08,2024-03-29,Printer
eac18063-d21b-4d0f-858c-1b546d97b309,Tablet,7.79,6,5,308.92,Albania,2021-01-31,2022-05-28,Headphones
0c9462eb-c5db-4c24-8e71-7b55f2fd9c34,Desktop,12.35,3,0,380.57,Azerbaijan,2022-07-05,,Laptop
17343ed1-78c9-4727-b0e6-49efdd6017a0,Tablet,37.76,7,7,207.36,Spain,2022-03-22,2022-06-05,Tablet
e1bde5dc-fae4-471d-adb6-82fc500e2c9f,Mobile,16.45,10,9,358.1,Malawi,2022-07-04,2022-08-21,Tablet
ed61b33e-8fe1-4c5b-a41f-e7b60012f1a4,Mobile,30.09,7,1,86.88,Micronesia,2020-08-10,2023-07-05,Smartwatch
0ee48aa0-8ccb-445a-9a40-a4ac3d5bf9b7,Tablet,35.7,9,3,185.11,Saint Kitts and Nevis,2022-05-09,2024-03-14,Monitor
a714258e-3cba-42c4-a272-171ce44eb3fb,Mobile,12.78,2,1,124.66,Cape Verde,2020-04-20,2020-07-29,Mouse
9fe25abf-8043-45db-8b8c-54c1625cbd0a,Tablet,17.29,2,0,361.52,Monaco,2022-09-02,2022-11-20,Keyboard
10535097-17de-4a79-9ddd-e9b5841296f4,Mobile,50.91,6,0,237.6,Zambia,2023-05-12,2024-02-19,Smartwatch
9aa94b98-7847-4fc6-a178-41c8d3694fa1,Mobile,33.23,4,4,350.29,Ecuador,2021-08-16,2023-12-28,Mouse
03e27921-3a28-4384-abc1-6efce14c72f8,Mobile,10.3,5,3,147.39,Myanmar,2021-06-27,2022-10-24,Mouse
7964b13b-f2cd-4a0e-8ca0-5da8dcb3257e,Desktop,40.04,7,6,256.83,Mauritius,2022-02-11,2023-10-17,Laptop
85d6a7f9-61b4-441a-8a91-b491ebca6175,Desktop,17.2,4,2,132.47,India,2021-08-08,,Tablet
2743c76f-8cbe-47ee-bfaf-29207ba4053f,Desktop,38.12,7,6,59.22,San Marino,2021-01-05,2022-11-21,Keyboard
c289cdf1-9b7f-487d-abb5-d9196f89c9c2,Mobile,6.17,4,4,216.15,Grenada,2020-11-14,2022-02-05,Laptop
7f889d63-08e6-4404-bccb-2b4102cf9a62,Desktop,17.84,2,1,145.15,Gibraltar,2022-01-27,2023-03-13,Headphones
b70a6552-e15f-4800-9dc2-558a7ebe3deb,Mobile,50.45,3,0,333.83,Brunei Darussalam,2022-06-12,,Monitor
1e8758a5-b5af-4d4f-b46e-2a7b96b93cf7,Tablet,58.2,1,0,359.05,Haiti,2021-07-08,2022-10-09,Monitor
0042e25d-ab05-4537-9ba0-a7f5182f8d4a,Tablet,55.68,8,6,414.63,Maldives,2021-06-03,2022-04-25,Tablet
055be0d9-950c-43ae-b90b-fba7931a5689,Mobile,18.11,7,7,489.61,Russian Federation,2021-11-10,2022-11-01,Printer
097f4929-ac44-423b-86e3-d294584455d7,Tablet,53.86,9,7,446.06,Sudan,2020-01-05,2022-02-20,Keyboard
7173af41-8341-467a-9315-715f353b7dee,Desktop,59.18,4,0,270.12,Burundi,2022-02-23,,Tablet
686fc397-7de3-4591-8e16-d3b0dcf64705,Desktop,25.66,2,0,180.89,Bangladesh,2021-08-26,2022-11-26,Printer
24d19bb1-fdbe-4c75-970d-fff63551fca0,Desktop,19.42,4,4,47.29,Lesotho,2023-02-18,2023-04-09,Keyboard
2277d325-ca11-44a1-a714-70b850331ede,Tablet,18.11,2,1,50.1,Benin,2021-05-04,2023-09-24,Monitor
247b8a06-4718-4225-8a01-80156ade19a5,Mobile,31.92,1,1,240.03,Christmas Island,2019-09-16,2023-07-28,Camera
2fc2cbfa-4bd5-4628-8dcd-951e4560cd17,Mobile,43.84,1,0,256.74,Gabon,2020-08-01,2020-08-04,Mouse
626a1f3c-e7b2-480b-948f-0afcbeeb22e7,Tablet,5.43,5,0,207.34,Djibouti,2020-04-25,2022-11-11,Keyboard
24274ce5-6d22-4cf9-9d60-2c8ab999ac10,Desktop,18.22,6,4,476.65,Heard Island and McDonald Islands,2019-12-07,2022-01-12,Printer
5f3267eb-7317-4370-90f6-d916bdf21c61,Tablet,8.41,10,4,61.81,Cocos (Keeling) Islands,2019-11-19,,Smartphone
f6774559-9b91-41cc-bcfe-ec87a3c2fcf0,Mobile,7.58,10,7,57.23,Montenegro,2019-08-14,,Laptop
f669f799-5f9c-4930-8ddd-c5546c52f056,Tablet,25.78,7,0,471.44,Jordan,2019-07-23,2023-03-12,Smartphone
eaa940bd-6f2d-4571-b8a5-33fc1665d851,Tablet,12.18,3,2,167.03,Romania,2021-06-24,2024-05-14,Keyboard
9222a741-e797-484b-b391-e4f0cb08aa12,Desktop,22.16,5,0,54.12,Mozambique,2019-11-28,2023-06-13,Mouse
2d7fd686-b4a8-4b08-8747-8557bc776fa8,Desktop,36.38,8,4,143.7,Papua New Guinea,2022-10-30,2023-05-21,Headphones
e933c2c5-d323-4484-92aa-90265f4027f5,Desktop,31.4,5,4,489.98,Svalbard & Jan Mayen Islands,2021-01-13,2023-07-16,Headphones
60b8ae78-cdff-4248-ab50-e99be9ab0868,Tablet,49.9,6,2,467.13,Korea,2022-12-26,2024-04-29,Printer
51b06bea-3c6e-4c78-ac03-32ff8016cb2e,Tablet,30.6,9,7,365.92,Marshall Islands,2020-02-14,2022-10-02,Laptop
4198d744-e7d3-40d0-9d6c-292b4ebd0406,Desktop,49.12,5,1,341.27,Guyana,2020-12-06,2023-06-23,Smartwatch
989c5f26-dc33-440e-b0be-72e8ceb7498a,Desktop,43.73,7,1,186.62,Saint Helena,2021-02-27,2021-04-11,Headphones
3389a21e-86e5-48b8-9512-33fd2728bead,Desktop,49.2,5,2,43.66,Chile,2022-11-18,2023-05-20,Smartphone
6c8f758e-ea70-46d5-b711-e8f5babe2fd7,Tablet,45.99,4,2,244.45,Uzbekistan,2021-01-29,,Smartphone
c7762fa4-41df-449c-8a7d-2d8a91e0d42b,Tablet,12.87,5,3,395.07,Bhutan,2019-10-30,2021-06-19,Mouse
ce001b57-02a9-465a-be18-cd2af1f83c9b,Tablet,53.61,6,5,249.56,Mexico,2022-01-25,2023-01-13,Laptop
bd82f68e-55c8-4205-afad-22a75b23f85f,Mobile,46.96,1,0,243.67,Uzbekistan,2021-04-01,2021-05-15,Printer
289cab06-5cda-4e1b-b125-680bbe6f0812,Desktop,32.79,7,4,67.21,Kazakhstan,2023-02-02,2023-11-03,Keyboard
3be6d415-5595-4741-93c9-894148c1722a,Tablet,29.34,8,0,441.93,Australia,2022-05-16,2022-11-19,Smartphone
5bed5058-45fa-401d-8c3b-972d5d471e8c,Tablet,32.99,2,0,326.74,American Samoa,2021-05-10,2021-10-16,Monitor
8695d05f-26ec-4a6d-bf93-b53f126fdeb1,Desktop,26.01,7,4,190.82,Falkland Islands (Malvinas),2019-07-30,,Smartwatch
bd6a2222-9cfd-4670-995f-e191a2a15ee5,Tablet,59.76,4,4,435.04,Myanmar,2019-07-01,,Tablet
d3807f04-111f-4a12-875b-b70a2709952a,Tablet,28.62,8,3,131.81,Rwanda,2022-07-27,2022-10-25,Printer
3018af27-d0b2-4e93-886b-ccbfc08de28c,Mobile,17.42,1,1,114.4,Swaziland,2021-09-13,,Printer
687a2dc3-5072-4114-972e-9248312044d5,Desktop,12.97,6,4,480.07,Congo,2020-10-14,2021-02-22,Monitor
4f800ae0-1fe8-4a7f-bfa1-93b5a63685d3,Mobile,22.67,7,4,372.38,Angola,2022-12-11,2023-12-04,Smartphone
f915ec69-4168-4831-acb3-6315fbe8e4bd,Desktop,20.66,7,0,403.24,Ghana,2020-05-13,,Camera
f7b262db-1ad9-4d4c-9f9a-d3e3ea246099,Tablet,51.97,3,1,190.38,Lebanon,2020-08-04,2024-01-24,Printer
16a310cb-72a4-4722-8016-7190ad47f93d,Mobile,14.27,1,1,148.2,Saint Pierre and Miquelon,2021-05-27,2023-06-18,Monitor
6f5a8403-0fee-4c43-a1bf-360c54b181b7,Mobile,49.66,2,1,307.2,Cocos (Keeling) Islands,2021-02-08,2024-03-31,Smartphone
d37ece59-4e48-4ca1-8b81-4e4eab6b5d24,Mobile,14.36,8,3,38.94,Paraguay,2019-12-23,2021-04-25,Laptop
6df79aef-2828-476e-a16f-b6d66d06c79b,Desktop,7.86,7,3,321.33,Syrian Arab Republic,2020-06-26,2021-08-21,Smartphone
34d134a2-7b04-47bf-affb-9d07b3899596,Desktop,33.09,10,5,434.31,Palau,2021-07-08,2023-03-01,Mouse
bebf0ed5-3069-492f-9983-3a88fea33502,Mobile,5.13,8,5,263.05,French Polynesia,2021-04-06,2024-04-09,Monitor
0d76c6ce-3de8-4322-b7c9-64d24105f6f4,Desktop,41.0,3,2,357.84,Puerto Rico,2021-10-27,2022-04-13,Tablet
67035f85-01b6-4518-a9aa-a4ecbdaf93e9,Mobile,25.92,10,7,427.65,Lebanon,2022-05-24,2022-11-14,Tablet
780e45ea-8add-48c3-95c3-ddebb32edb43,Mobile,36.27,5,5,321.56,Mali,2019-06-06,2020-03-26,Keyboard
b379977c-f64f-4ad6-8ad8-651533c237ba,Tablet,29.11,5,2,477.39,British Virgin Islands,2021-06-07,2022-11-23,Printer
b3786b0b-8c68-4930-a40c-2fc19dd60b01,Tablet,17.96,7,6,239.66,Tuvalu,2020-08-24,,Printer
2c8d79cc-b9fc-4e87-9bcd-74bebc8f5a0e,Tablet,27.65,4,1,149.49,Algeria,2020-08-21,2024-04-25,Tablet
1dbf7ab8-6f9f-4cf8-be0b-068b7287798f,Tablet,11.9,3,2,206.95,Sweden,2020-11-16,2024-05-01,Camera
db17cf3b-ec76-4d6e-b28a-2dc3932a5440,Tablet,53.84,2,1,123.61,Congo,2019-10-03,2023-12-25,Smartphone
67e89857-c3f1-45a3-ba65-d84ba2e8f209,Desktop,44.23,1,1,272.14,South Georgia and the South Sandwich Islands,2019-11-20,2023-06-20,Laptop
0929e440-08c2-4daa-95cb-f94c57c67763,Tablet,57.91,10,3,121.38,Uzbekistan,2020-01-13,,Tablet
51a8ad0c-854d-4549-8a53-2bf61be387a7,Mobile,36.12,6,0,391.54,Niue,2019-05-17,2022-06-22,Monitor
a3812a51-6eff-48c5-84e0-ddbdfa03bdbf,Mobile,20.9,9,3,222.4,Costa Rica,2020-01-07,,Tablet
62a748b5-5a2a-4820-a5c8-b193051806fa,Tablet,36.81,9,5,271.31,Kuwait,2022-01-29,2024-01-29,Laptop
99539835-8e55-4b3d-8bc1-057bd5a39ff9,Mobile,5.67,7,2,96.08,Thailand,2022-04-19,2023-10-24,Smartwatch
75321650-715e-4347-9977-8fb7c0597c74,Mobile,37.01,8,4,292.48,Uzbekistan,2022-11-17,2023-02-24,Monitor
a8a5a30c-53e4-4259-8eeb-66cafb6c5f0a,Mobile,10.7,1,1,130.08,Georgia,2020-04-26,,Camera
ba44c7fc-9b92-4ee2-8582-dad119d44ce4,Tablet,42.26,5,1,49.77,South Africa,2019-05-23,2019-10-13,Smartwatch
447ca351-3c24-4b60-9fde-7bfafa2f58f6,Tablet,40.34,3,3,213.93,Bahamas,2022-04-20,2023-04-20,Printer
0cf3d892-c2e8-4b3a-bbdc-0f8f7f0d59ac,Tablet,52.86,7,4,221.31,Papua New Guinea,2023-04-11,,Printer
7419ddee-b436-45c7-a9da-59ae17c11c1e,Tablet,52.32,8,0,148.88,Kenya,2021-03-26,,Printer
fc141d2f-7f52-4c9e-8413-7947721e9dc7,Desktop,16.28,8,6,318.02,Sierra Leone,2021-08-29,2023-03-06,Tablet
2e5cefcc-bcb5-44c8-b5b5-6309396a8fa3,Desktop,20.07,6,3,415.14,United Arab Emirates,2019-11-28,2021-08-23,Smartwatch
9b2039da-1257-43d8-a56a-b34c14d59187,Tablet,47.24,2,1,468.39,Spain,2020-03-25,,Printer
66e71c4b-48b0-4ede-b2f2-7ed9a8869fe8,Tablet,49.59,1,0,294.3,Saint Pierre and Miquelon,2021-07-27,2022-02-02,Keyboard
dbc04b8c-3551-448d-89cc-b81e1619a789,Desktop,34.97,2,2,451.9,Isle of Man,2022-08-26,2023-10-24,Laptop
17750e05-db00-4d3c-9e02-59f0e6791528,Mobile,29.29,2,2,304.08,Panama,2022-04-16,2023-02-01,Laptop
b7733992-b687-484b-9876-b27ca7da8af9,Desktop,21.84,4,0,199.22,Lebanon,2023-05-11,,Monitor
abd29e1a-d2e6-4529-94c9-39a08bd3da0f,Tablet,20.21,3,1,30.01,Guernsey,2022-10-23,2023-06-22,Tablet
323c3b9f-eccc-43e0-a5cb-e25b3be2bbab,Desktop,37.92,9,2,320.52,Korea,2021-12-06,2023-10-02,Monitor
2cccf0ce-d573-4e42-9c1a-f2f8f608038a,Mobile,17.23,3,0,332.97,Vietnam,2022-12-23,,Smartwatch
bc9eab90-5a70-4c2b-9223-4d626400b9a6,Desktop,52.59,2,2,163.57,North Macedonia,2021-11-12,2023-09-19,Headphones
28b95971-15c7-4459-9ffb-631b637e998c,Desktop,24.81,5,2,156.46,Uganda,2020-03-22,2021-11-02,Headphones
f78e290a-8e1f-4ed5-9df1-e6eb17c5a48d,Mobile,52.49,1,0,256.3,Puerto Rico,2023-01-16,,Smartwatch
5d198aaf-b343-4c49-9458-0dc6910bb3fb,Mobile,37.74,9,4,285.4,Antigua and Barbuda,2022-03-24,2023-01-20,Headphones
67fdd4e4-cb3f-41ae-9259-171c0ea95bf0,Desktop,50.7,4,0,485.73,Mexico,2020-05-03,,Tablet
d43e6be1-710d-433d-8296-f51b2e0d8ea6,Mobile,50.19,2,1,301.62,Bosnia and Herzegovina,2021-01-13,2022-03-04,Laptop
22ce597f-d9fc-46a3-b106-d221cd54e322,Tablet,40.9,3,2,115.38,South Africa,2019-10-15,2021-03-03,Smartphone
cd426eb4-fd16-440b-a175-40220ed2b48f,Desktop,20.58,4,4,175.99,Dominican Republic,2019-07-21,2020-02-24,Keyboard
5c430e01-400a-4d60-bdf1-4f1a2384b8aa,Mobile,25.58,9,9,49.85,Aruba,2020-08-04,2022-08-01,Mouse
dcf39d3d-6229-4c5d-972d-b688a45c6cd7,Mobile,14.05,10,0,444.86,Vietnam,2020-03-04,2020-04-26,Headphones
001af577-0d0f-4e48-b18d-8809c8940a05,Mobile,17.22,2,2,30.53,Kenya,2022-12-17,2023-08-28,Tablet
65eb85a5-7513-494a-8be2-da3985bc189c,Mobile,34.66,9,9,232.57,Timor-Leste,2021-04-28,2022-12-07,Headphones
e71b5cb8-932d-4f29-a375-afd9bf4e5ebd,Tablet,34.32,10,8,67.7,Poland,2021-08-03,2023-05-11,Keyboard
e5227b07-a2c5-4c17-b9f6-56bcf43627a3,Tablet,20.21,1,0,174.81,Uganda,2022-08-02,,Tablet
080a5f70-12d3-4302-b7c5-9eed2e111eb4,Mobile,48.03,7,1,410.27,Madagascar,2022-09-20,2023-08-11,Smartwatch
dcb1ac1b-c268-4773-9632-d6453afd8cbe,Tablet,53.5,1,0,117.65,Zimbabwe,2022-02-27,2023-07-03,Tablet
dc2dcba3-81ed-4237-bdc7-22ba771253dd,Mobile,27.54,4,1,465.66,Mayotte,2023-04-04,2024-02-28,Printer
8bc6db0f-7be2-44f3-b324-a20f9474a311,Desktop,36.24,2,2,48.18,Tajikistan,2020-09-04,2023-12-07,Headphones
10095eeb-32a6-4bde-8505-c7076be6f8a4,Desktop,32.47,2,1,219.34,Liechtenstein,2023-01-27,,Mouse
d510a657-905a-4c3e-9bb8-040c702e28ef,Tablet,49.88,5,4,435.62,Western Sahara,2021-04-18,2023-05-15,Smartphone
84411050-8f2a-4a54-a8b2-0274a3f8db01,Mobile,58.13,4,1,46.92,Luxembourg,2019-11-22,2020-01-25,Camera
979462f0-b448-41af-8d6f-05e180c618d7,Desktop,37.31,5,2,135.55,Ukraine,2022-04-18,2023-12-03,Headphones
96992eb6-d67d-49a0-86d8-9526eae682e7,Tablet,6.85,7,0,176.3,Germany,2021-04-18,2021-07-24,Smartwatch
1c3df4ac-eac3-4c77-88ca-bf57412b3c53,Mobile,27.94,9,1,14.43,Germany,2019-09-28,,Camera
5e1f4ef7-93c1-4aae-a75b-c2fe85a9bf78,Mobile,28.53,2,0,141.68,Cuba,2021-08-03,2023-12-31,Tablet
327294a8-aa56-4b51-832c-abde55737b00,Mobile,50.51,7,4,427.18,Indonesia,2021-12-29,2022-03-15,Camera
d13bcb7a-7659-489a-bce4-e8e4a602dae3,Mobile,14.41,8,7,329.8,Finland,2019-12-08,2020-11-15,Smartwatch
adb44da2-6c76-412e-9358-adc80a3d6981,Mobile,20.29,7,3,236.88,Ukraine,2022-11-12,,Printer
7acb40b3-093b-4d78-b39e-e64d6f28cca1,Tablet,33.44,5,1,329.51,Saint Lucia,2021-10-02,,Laptop
2f6e4d41-bcc4-4b3b-9967-163085a66832,Desktop,10.15,9,7,249.59,American Samoa,2019-08-25,2020-11-29,Smartwatch
a818a171-5cd4-444e-a936-1388de1e5f5d,Desktop,17.97,9,0,437.46,Burkina Faso,2022-08-29,2023-04-19,Smartwatch
2a105fec-f4ff-4383-8d86-a462f488ca8e,Mobile,57.46,7,4,185.62,Qatar,2019-11-08,2022-09-08,Keyboard
050c415e-b666-4517-b5a7-fa092233bc56,Desktop,21.39,5,0,376.64,Timor-Leste,2022-10-30,2023-04-20,Keyboard
98abe015-9555-4fd3-89c4-0c14319f2fb9,Desktop,32.02,9,2,26.44,France,2022-09-02,2024-03-26,Camera
7d68cbac-112a-4fa4-8915-df7a481c2d3e,Tablet,22.81,2,1,451.93,Vanuatu,2020-09-27,2023-01-05,Mouse
40f780bb-89b8-4dcb-9485-0b6b8a3386f7,Tablet,7.88,4,1,146.24,Argentina,2022-11-16,2023-03-31,Smartwatch
0efc285b-3102-4eba-8e99-7941a61b1ef2,Desktop,54.83,4,3,341.29,Chile,2021-01-06,2023-06-27,Printer
9f366502-beb8-4477-abba-0450d6f6f940,Mobile,51.09,5,1,491.37,Anguilla,2020-08-20,2022-01-24,Printer
cab00b0b-dcb9-4ad5-b74d-c5f77299dfa5,Mobile,18.06,9,2,179.61,Myanmar,2021-06-12,2023-10-05,Laptop
2502dde8-11ce-4ecb-90f1-3d96b9777000,Tablet,55.13,10,4,115.14,Cuba,2021-08-19,2023-01-21,Printer
f5b9ea81-3121-48b2-a4a6-e5d8f268a61e,Desktop,36.83,3,3,469.25,Portugal,2020-07-15,2024-01-09,Headphones
535e3b03-9bd2-42a6-a0f2-e26822687d85,Desktop,26.99,3,1,283.03,Norway,2022-01-18,,Keyboard
363e5b00-b8f8-4d57-a060-52c940d9a9d8,Mobile,47.07,8,0,304.57,United States Minor Outlying Islands,2019-08-29,,Laptop
1988017f-4f12-439f-a478-632353dd1b1f,Tablet,55.9,3,0,73.53,Jersey,2019-10-06,,Headphones
6adbdd7a-dff2-4275-ae75-06bd2ad556c0,Tablet,59.65,8,6,303.0,Maldives,2021-01-09,2021-08-18,Headphones
f46adb23-7d2b-455e-afc7-2cbcf93a1885,Mobile,44.04,6,4,471.31,Senegal,2022-04-09,2023-10-14,Smartwatch
bd333462-f6f0-4d12-b3ab-465efa33e0ba,Desktop,31.24,6,2,151.82,Oman,2023-03-09,2024-04-07,Camera
d0347e70-24f4-44f0-9819-3351e6b0f1c3,Desktop,28.97,9,9,108.05,Mauritania,2023-04-07,2024-03-07,Tablet
607fd415-5d85-45a7-af29-834a5f182493,Mobile,59.88,3,0,60.33,Niue,2019-07-19,2020-07-25,Keyboard
