Property ID,Property Type,Rent,Occupancy Rate,Monthly Revenue,Rental Length (months),Maintenance Costs,Maintenance Issues Logged,Customer Satisfaction,Month,Season,Date,Maintenance Issue Type,Occupancy Indicator
4e659e8c-3d40-42fd-a853-9b903323f937,Duplex,3147.13,0.7443933675058242,2342.7026986786045,8,269.64,1,1,11,November,2023-07-28,HVAC,Vacant
0a894cff-879a-4378-af2b-34f8c9bd4d8c,House,1116.13,0.863802275194187,964.115633412488,4,100.5,9,3,10,October,2021-07-03,Plumbing,Occupied
400ce928-9805-42c0-ae43-32d94b0e2fc2,Condo,1214.91,0.9843767028574721,1195.9291000685716,10,369.69,0,3,3,March,2023-08-30,Other,Occupied
fe13c6ac-e0c3-49f2-8f73-2d506928a621,House,4111.37,0.9906804859112495,4073.054029360934,8,187.54,2,2,12,December,2023-04-04,Plumbing,Occupied
5be18316-c745-4369-9ade-f07313af78fa,House,1304.63,0.9705715482670008,1266.2367590155773,2,117.18,4,2,3,March,2021-07-20,HVAC,Occupied
7daf2a15-7fd4-453c-855b-4db43214cd8f,Townhouse,4819.94,0.792035632215027,3817.564225138497,4,370.96,8,4,12,December,2022-10-18,Plumbing,Vacant
7e66fc3e-9690-4ff1-ba96-9ebe2f91dab0,House,3127.53,0.9119043229085405,2852.008127026148,12,440.72,2,2,6,June,2024-01-25,Structural,Occupied
34c3312c-4804-42c5-97ab-52405f7b70f6,Condo,1000.09,0.978216640654854,978.304680152513,9,168.77,7,4,10,October,2024-02-21,Other,Occupied
a011b4ce-39f3-4c09-a121-cbbe7ec4e8c3,Apartment,2203.74,0.9826321258881672,2165.4657211047893,3,427.61,7,3,5,May,2024-03-18,HVAC,Occupied
c86d693e-7242-433a-8233-4da056713453,Condo,1880.6,0.7234398083885192,1360.500903655449,4,338.49,3,5,2,February,2022-02-15,Structural,Vacant
d5f10f3f-b1c5-46fc-b0f5-47e6ea07bfa4,Apartment,1560.09,0.7611086117028946,1187.3979340315686,10,60.57,5,1,11,November,2024-01-03,HVAC,Vacant
897dc795-caf5-4575-bb28-3de484a56c43,House,4911.57,0.7566219754932936,3716.2017961735955,10,482.42,10,5,9,September,2021-10-23,Electrical,Vacant
71a9ae9e-c86a-428c-9aad-1b552afed3b1,House,3481.87,0.836798051701764,2913.622032278821,3,103.17,8,4,3,March,2021-05-19,Plumbing,Occupied
38b994d1-68be-497a-85dd-1eb3d6fde327,Apartment,3709.17,0.7858170107049665,2914.7288815965403,5,369.84,1,2,12,December,2024-05-03,Structural,Vacant
a2bb4d6b-201c-43d1-992c-b55c54c29fa7,Condo,2871.36,0.9385533480144146,2694.9245413546696,10,406.3,5,4,9,September,2023-05-14,Plumbing,Occupied
d5a4bba6-7ff1-43ef-91fb-cf46ec03f157,House,4271.63,0.7848712221888917,3352.6794588387356,11,404.03,8,2,2,February,2023-05-17,Other,Vacant
8678fc5f-5ba5-4b69-be1e-df61efeec937,Duplex,1627.86,0.7942670934282035,1292.9556307080352,12,128.62,10,2,9,September,2022-08-22,Structural,Vacant
40a81d0b-1f15-42b8-b601-6e427f5e4aa3,Apartment,2701.56,0.99469211318972,2687.22042530882,9,54.04,3,1,12,December,2023-08-15,HVAC,Occupied
e6ebc40b-322f-449f-a40a-2cc5b553c1f1,House,3696.98,0.9005584770150669,3329.346678355162,2,60.06,9,2,4,April,2022-11-16,HVAC,Occupied
72ae53b1-23ce-4802-9569-6847dd370854,Townhouse,4489.87,0.790704262090136,3550.159345230639,6,105.88,3,2,10,October,2023-10-07,Structural,Vacant
d70a636a-b934-4f03-9bd9-10b3dc897a64,Apartment,3666.46,0.8447728007252372,3097.3256829470533,9,479.53,6,2,5,May,2023-03-09,Other,Occupied
5f3c8fd9-444e-4e2d-8861-a7c84daee76b,House,1607.92,0.742085110212745,1193.213490413277,5,213.32,6,1,9,September,2023-09-24,Other,Vacant
a33b99dc-86e3-4b2f-a3e3-532ca32b44bf,Condo,2038.2,0.7910490682806317,1612.3162109695836,11,494.05,1,4,7,July,2023-03-27,HVAC,Vacant
ba3b6646-5451-46f9-b37e-9fd8fe1cf92d,Duplex,1986.4,0.9200328074837217,1827.5531687856649,9,322.5,2,2,12,December,2021-07-10,Structural,Occupied
33cd1e49-4546-426c-89a5-18bbacdad268,Townhouse,1635.98,0.7232447334207327,1183.2139189816503,8,139.39,4,4,4,April,2021-12-07,HVAC,Vacant
62f11df4-d3fc-4191-813d-02e6bc1eadd1,Townhouse,4691.9,0.806159613305913,3782.420289670013,5,134.26,3,1,1,January,2022-05-18,Electrical,Occupied
9dcdc837-9d7b-434f-a460-d303d280802e,Apartment,2335.42,0.9393078454732613,2193.678328475164,4,62.19,2,5,4,April,2022-09-28,Electrical,Occupied
5c4dae55-4422-4f32-90ef-f02aff50e90a,House,2518.12,0.7918369485632334,1993.9404569160492,12,226.94,2,2,8,August,2024-04-25,HVAC,Vacant
84e35e15-469e-402d-b6a3-f373d5e3501f,Apartment,1513.24,0.7802947522907195,1180.7732309564085,7,337.76,0,5,7,July,2023-05-18,Other,Vacant
de1ebbcf-f68b-47d1-8433-3794d5d72d1c,House,4459.8,0.792378482619478,3533.849556786348,5,490.42,3,4,10,October,2023-02-16,Other,Vacant
63544af0-c5b5-4011-8f66-0420fb6be828,Apartment,3411.3,0.9245720294522681,3153.9925640705223,2,278.82,2,1,8,August,2022-02-21,Plumbing,Occupied
87ee6891-0898-414b-a161-6bd1cbf96810,Condo,3409.82,0.9562074152119006,3260.495168537843,1,159.25,4,1,7,July,2023-10-05,Plumbing,Occupied
4612ef89-13d0-464d-9f3b-d0824e9f656a,House,3422.02,0.7704523491834804,2636.5033479528533,9,382.02,4,1,10,October,2022-07-02,Other,Vacant
a084af2f-a4b0-48bd-90f1-9e9c8b943a5c,Condo,4701.8,0.9211308197019473,4330.972888074616,8,377.62,1,4,2,February,2021-11-07,Electrical,Occupied
a72f39de-4512-4204-9c4c-6887400f0290,Condo,4305.39,0.888137990513693,3823.780422977749,11,289.0,10,3,10,October,2021-09-12,Electrical,Occupied
b0744b45-7fd2-4549-9143-0bb2b5545ccc,Duplex,2479.0,0.8302583715104483,2058.2105029744016,10,134.58,10,2,4,April,2021-06-19,Electrical,Occupied
718740bc-13f6-4065-9cdc-21a36ca9ca7b,Condo,3670.52,0.7787457406091801,2858.4018158208078,8,198.98,1,5,12,December,2021-10-29,Electrical,Vacant
83164dc2-f13d-40e4-8ddf-7f4acecb3790,Townhouse,1732.3,0.7839064004599022,1357.9610575166887,3,419.11,3,3,10,October,2023-05-16,Structural,Vacant
cc08f911-8e57-4aba-b825-0d05cb0eeeab,Duplex,2377.34,0.9186695721782581,2183.98992072226,10,303.02,10,4,4,April,2022-03-31,Plumbing,Occupied
086e298c-5c66-4bd0-996c-7e283a643e39,Condo,1312.11,0.96244019398565,1262.827402930511,10,396.45,0,5,11,November,2023-08-27,Other,Occupied
bb78e154-5333-4fd4-a692-7e99163bc12d,Duplex,4072.34,0.9888775399184871,4027.045560911652,8,57.51,8,3,7,July,2022-11-28,Other,Occupied
2f415c9a-797a-4c89-96a2-ae6721def45f,Duplex,4869.36,0.7753374822855965,3775.397322742192,2,296.96,6,5,4,April,2021-11-29,Structural,Vacant
a9f269e8-1cb3-4ec3-9b79-64bf95ba4e97,Duplex,3915.23,0.7464637660173064,2922.5773306239385,2,479.1,0,3,11,November,2022-08-21,Other,Vacant
4126b6da-38ec-4e1d-81a8-a3c94fd6ecb6,Apartment,3017.49,0.8203547737168949,2475.412326142993,5,419.45,2,2,7,July,2023-05-21,Other,Occupied
bb254cce-0dff-4f31-8220-91c3b7bce5b4,House,3311.89,0.9029090435838872,2990.33543235504,7,143.18,1,4,10,October,2023-12-17,Plumbing,Occupied
35e981e3-bee5-4044-aebe-e52dc415190c,Duplex,2333.29,0.9617259007828571,2243.9854270376327,1,397.68,1,1,3,March,2023-08-07,Electrical,Occupied
9e81c4e1-d377-4dc6-be0e-7d2ca8013d6d,Townhouse,4589.52,0.9285183534218809,4261.453553396791,6,359.49,4,4,11,November,2022-01-04,Structural,Occupied
99032950-04fd-4ec2-b992-8c6ee4ef3f5d,Apartment,1302.76,0.8317236265449206,1083.5362717176608,4,138.4,4,5,9,September,2024-01-21,HVAC,Occupied
98d47f8a-5f01-46dc-8dd8-39db5fb52b9a,Condo,1456.64,0.8091163442584655,1178.5912317006512,3,257.53,6,3,11,November,2022-06-05,Other,Occupied
4ad2cb22-744b-4103-988e-384bd4276529,Apartment,1030.01,0.978739363649086,1008.1113319521951,3,256.68,0,4,10,October,2022-04-01,Electrical,Occupied
89ba97d4-b3f4-467b-981e-acc10e6116b3,Townhouse,2321.76,0.856282623648493,1988.082744282125,6,52.41,1,4,4,April,2023-11-30,Electrical,Occupied
8a37416d-9c80-424f-8dc4-eba17061bdf8,Condo,2158.51,0.7644103069981275,1649.9872917585283,6,101.74,10,3,9,September,2023-01-09,HVAC,Vacant
a79cf284-6e18-4641-9975-47b8a5e578e7,Townhouse,4326.95,0.8691829713746168,3760.9112579893977,9,393.93,7,5,3,March,2023-10-20,Plumbing,Occupied
a17829b1-aa06-416f-be44-bd1df279eee6,House,4852.5,0.7184866266596589,3486.4563558659947,12,77.85,7,4,2,February,2022-08-03,Structural,Vacant
b9a6c805-1475-43e9-acc7-3a1e2d3c40ab,Duplex,4052.37,0.9540315488176118,3866.0888274820254,1,204.97,7,2,10,October,2024-04-25,Structural,Occupied
81f070fd-cce2-4287-b718-a86435a89496,Apartment,2122.55,0.843217747857117,1789.7718307141238,12,243.03,6,2,12,December,2023-07-25,Plumbing,Occupied
96d0a335-e31f-413e-830e-6a45a60c1da3,Apartment,3673.14,0.7244543421596117,2661.022222360156,3,309.26,3,1,8,August,2022-05-23,Structural,Vacant
cbbcbfef-b8cc-47c5-97ed-401c0a891da5,House,3996.22,0.76281889355671,3048.3921188091954,3,160.27,9,3,4,April,2023-08-17,Other,Vacant
5bbb7195-929e-46b7-aba2-cf553aff8661,Condo,3303.73,0.8696624790776135,2873.130022003084,11,484.15,5,5,5,May,2022-07-16,Electrical,Occupied
09074cb3-cb23-4923-a6ee-4b57e26bfaed,Apartment,3278.4,0.9444794622670052,3096.38146909615,10,321.44,10,5,9,September,2022-05-03,Other,Occupied
83cc96b2-404a-45bc-90c6-8792b0f940b4,House,1259.37,0.8537745214814741,1075.218019118124,12,323.22,2,2,10,October,2023-12-20,Structural,Occupied
eedc3052-45ea-4fb2-b7e0-710addb921a5,Apartment,3913.16,0.766846599644228,3000.793439863807,9,459.53,5,5,7,July,2024-01-16,Electrical,Vacant
9d080752-f6a6-41b6-b919-3c44abb198a0,Condo,1275.0,0.875957029696929,1116.8452128635845,9,81.09,2,1,11,November,2021-12-10,Plumbing,Occupied
d8e7dba4-6948-4876-a610-5e1e42f9b175,House,2345.39,0.7920855173345747,1857.749451501338,2,55.98,7,1,6,June,2021-12-24,Electrical,Vacant
5c276361-f323-4eb5-bd75-08c0af362dc4,House,2911.43,0.966001568319668,2812.445946052931,1,253.78,0,2,1,January,2024-03-14,Plumbing,Occupied
9e0c5ed4-cfc2-4828-8961-53976348e779,Duplex,1765.15,0.8534885053363412,1506.5352351944427,4,439.98,6,5,10,October,2024-01-11,Other,Occupied
929c6d16-59db-4d22-aec3-f913eef17be8,Townhouse,1563.82,0.7558818244371526,1182.0631146913079,11,191.61,3,2,1,January,2022-01-26,Plumbing,Vacant
8668f6d7-cb7e-4162-9985-7baf48044f60,Apartment,2816.01,0.7737257707887315,2178.819507798776,12,241.14,5,1,7,July,2022-12-15,Electrical,Vacant
e0a0181d-6ac1-4113-a3ff-c015e71dd001,Townhouse,3435.73,0.8116340798813918,2788.555557270894,11,287.1,7,3,8,August,2023-01-30,Structural,Occupied
215a79eb-fd8c-474c-8862-ba32ff96b293,Duplex,4025.64,0.8688040449222971,3497.492315400996,10,378.01,3,1,7,July,2022-02-22,Structural,Occupied
1dbbf533-b782-4e66-abaa-4d1d74c7a209,Townhouse,2700.13,0.7963146072687608,2150.152960524599,11,130.14,10,1,7,July,2024-02-24,Electrical,Vacant
9b904ec4-20e3-44da-b2a0-9026819e1611,Apartment,4949.33,0.9553154326475475,4728.171330265486,12,135.77,10,3,11,November,2022-06-15,Other,Occupied
f291fb44-98d8-43f1-a484-7470e7b141fd,House,4008.93,0.9847697673626765,3947.8730634732547,6,181.42,7,5,7,July,2021-06-29,Other,Occupied
e933b468-243d-43cb-a322-f05fbe5b82f6,Condo,1119.88,0.839569492526274,940.2170832903238,2,385.6,6,5,6,June,2021-08-09,Structural,Occupied
38ce33b6-e672-42a1-a4f9-8eededc46011,House,2967.35,0.9984798246774429,2962.8391077566102,6,311.72,9,4,1,January,2023-06-13,Plumbing,Occupied
d2a8761d-c4d0-4e73-b6dc-b7d8a763d969,House,1318.17,0.8205191993036616,1081.5837929461077,10,91.83,6,3,5,May,2023-08-20,Structural,Occupied
07b23ac3-3536-4d43-8e49-bba78f15d4c1,Duplex,2502.36,0.8792973546151592,2200.3185282947898,5,92.4,6,1,6,June,2022-09-15,Electrical,Occupied
7e3c2769-e312-4820-8b47-125f0434ef81,Townhouse,3451.49,0.9388611929372175,3240.4700188108764,4,254.86,3,3,3,March,2022-09-16,Structural,Occupied
fe174fd3-10b7-42ea-98d8-7ab875e73c39,Condo,1976.88,0.7528225328005669,1488.2398086427847,11,96.68,1,2,9,September,2021-08-31,Plumbing,Vacant
293ab9a3-6708-457d-a392-0110d1e1ead3,Townhouse,4701.47,0.8119080029963711,3817.161118847349,5,467.29,3,3,6,June,2023-02-17,Other,Occupied
4946787d-8275-4e21-8207-48ec56e5b441,Apartment,4072.93,0.8858781766775149,3608.1198021351506,8,81.68,4,2,6,June,2022-11-21,Plumbing,Occupied
a36e9dda-24db-430c-ac9c-153e939a0cdf,Condo,2849.75,0.953300322985839,2716.667595428895,2,462.32,5,2,6,June,2022-11-16,Structural,Occupied
c618b078-090a-4a25-8fbe-33b831d6b04a,House,1729.93,0.9517161801392062,1646.4023715082171,9,306.82,7,1,11,November,2023-01-17,Structural,Occupied
0021bb86-1288-4733-826d-41c0b23921a1,House,1887.34,0.9068661499245301,1711.5647593985625,3,188.43,3,5,2,February,2021-06-12,HVAC,Occupied
45c36718-2837-4527-a969-ca8a8a0033e9,Apartment,3978.91,0.9025554951405456,3591.187085169668,9,409.29,8,5,5,May,2022-04-21,HVAC,Occupied
b24af8a2-b311-4ca2-bb6c-eb66d16c1a5f,Apartment,4003.06,0.9798177118560312,3922.269089622404,8,247.83,4,1,5,May,2021-10-05,Electrical,Occupied
9fea03ce-1862-4102-9b2e-4d1fca0ac640,House,1187.53,0.9675431325778951,1148.9864962302279,1,259.03,6,1,4,April,2021-06-29,Electrical,Occupied
fa23734d-e7ba-4b4f-9d57-0b54f602bd63,Townhouse,2416.79,0.7310594305246224,1766.8171210976022,4,496.39,2,5,9,September,2022-03-06,Electrical,Vacant
37c90e80-55fa-4229-8bd9-a97f07bdf13a,Duplex,2969.93,0.9647031443829022,2865.1008095971124,2,420.21,4,3,3,March,2022-06-17,Other,Occupied
c7ba5158-0ae1-44f7-b56b-9f4d8272a382,Apartment,3960.05,0.8052815324701502,3188.9551326584187,4,111.08,6,2,8,August,2022-09-30,Plumbing,Occupied
d8bafacf-ab6a-4a90-b82c-d95a2d037091,Apartment,2151.66,0.7635121043720509,1642.8184544931669,4,389.08,1,3,9,September,2023-08-30,HVAC,Vacant
88f61526-d4ca-4074-a9cf-479ed915bd3f,Apartment,4951.93,0.7212648998811958,3571.65329566869,12,203.95,10,4,9,September,2023-04-25,Other,Vacant
8609926f-f89f-4e98-8dcd-cd6461a86160,Duplex,1010.56,0.7696843351361071,777.8122017151444,3,220.3,7,4,7,July,2023-12-12,Plumbing,Vacant
166f720e-f684-43b7-bf29-519f09d9d271,House,4903.56,0.8966052519970333,4396.557649482573,8,296.64,10,5,9,September,2023-05-16,Other,Occupied
a280ca33-adb1-4b51-b07b-691ae9d8402e,Apartment,4645.62,0.7365469784515345,3421.7173740340177,10,307.48,8,5,3,March,2023-10-16,Other,Vacant
bca3a2a1-f98c-486f-9c15-5e4889de41fd,Townhouse,4281.46,0.7086326025378262,3033.9821424616016,11,361.25,8,3,10,October,2021-11-17,Plumbing,Vacant
b2a3f8e7-789b-4fd5-bb2d-933bc016805b,Apartment,1471.87,0.8230020172677888,1211.3519791559402,9,258.48,9,3,1,January,2024-01-16,Structural,Occupied
5f06943d-c5ec-436b-b399-2bb9011188b9,House,4886.77,0.8619429796757501,4212.1170947900655,2,369.5,7,3,1,January,2022-12-21,Other,Occupied
ea3d16ae-feb8-41f0-bc55-2ae34bed0fd7,Condo,2187.02,0.7466932218161934,1633.0330099764512,4,493.59,1,2,4,April,2022-04-18,Electrical,Vacant
be1f46e9-7250-4c52-acd7-3333b0080a2d,Condo,4300.91,0.9081597675824964,3905.9134259932343,2,161.04,4,2,11,November,2023-01-30,Other,Occupied
5cbee4a0-afef-4ce1-8e83-2135ccda408b,House,2336.23,0.869318922832413,2030.9289470887682,10,200.34,2,4,4,April,2022-04-20,Other,Occupied
a6dc5433-e70d-4c0d-ac8e-315a775bb5a7,Apartment,1662.85,0.8586820767478747,1427.8594913202032,1,188.47,2,1,11,November,2023-01-22,Electrical,Occupied
2c74d9e6-c5e3-417b-8eff-1b93c9371ae7,Townhouse,4037.37,0.8471462851826401,3420.2429974078354,4,196.6,6,5,1,January,2023-01-27,Structural,Occupied
8275cdf6-3ea3-45ba-bbde-5d83ec044927,House,3132.76,0.7324775232078211,2294.676285604534,10,163.96,2,3,9,September,2023-11-04,Electrical,Vacant
e89910bc-6e0d-49a1-b9cc-e3ed42c00307,Duplex,1014.0,0.9709600816761785,984.5535228196451,7,430.44,7,4,4,April,2023-01-22,Plumbing,Occupied
5187fe53-4c27-4f2b-9d05-ac7ef68101c5,Apartment,4524.98,0.931679094555518,4215.829269281828,3,414.05,8,3,3,March,2021-08-10,Other,Occupied
9a81c94f-34a1-408c-b32e-c77f96344bec,Condo,2261.01,0.7388169156368273,1670.472434424023,4,153.83,8,5,1,January,2022-12-29,Electrical,Vacant
26c6aa4e-ff5e-40e4-96a0-a92348ff12fe,Townhouse,1277.36,0.7520732387289206,960.668272222774,8,50.48,0,1,1,January,2021-07-31,Plumbing,Vacant
42097698-0f8b-427b-92ab-0eafe9028503,Duplex,3401.66,0.9386771085220791,3193.0603729752156,6,375.57,3,1,12,December,2021-08-17,Plumbing,Occupied
4b0f9071-82b0-448d-8c10-746686023792,Duplex,1001.57,0.812339732902269,813.6151062829256,6,267.78,7,1,1,January,2024-03-01,Structural,Occupied
0d0a1455-fd62-443d-973b-37f3c3247c6c,Apartment,4756.91,0.8772650908506012,4173.071083318134,7,246.37,10,2,8,August,2023-03-09,HVAC,Occupied
59a1bdd3-2d6c-463b-bd4e-ea19d97fe2cd,Apartment,2466.7,0.87519330510353,2158.8393256988775,11,126.76,2,5,12,December,2023-04-14,Plumbing,Occupied
e60e564e-5a94-4fd5-a58e-9f9a4cea14b6,Duplex,3174.08,0.9564464555619127,3035.8375656699554,6,384.16,7,3,11,November,2023-10-14,Plumbing,Occupied
cb24594d-adf5-47ac-bd04-4bb2f762f7b9,Condo,4694.67,0.8236823771563601,3866.916945564649,12,380.51,2,1,8,August,2022-04-01,Structural,Occupied
25498ebd-09a3-4368-93e1-cdce1692c334,Duplex,2259.95,0.8937080920900318,2019.735602718867,2,109.52,0,2,8,August,2021-05-31,HVAC,Occupied
58ccdc2f-0ea7-42ea-8625-25e78bd11570,Condo,4809.92,0.925705554251431,4452.569659505043,6,195.99,4,5,5,May,2022-06-21,Structural,Occupied
c7cd5df4-0a06-4b47-9c1d-9dbdc37d235d,Duplex,3808.78,0.9490528534145095,3614.7335270281155,9,469.95,1,3,5,May,2023-10-16,Other,Occupied
88e6bce5-e93c-4962-ba2c-f82189766561,Apartment,1913.06,0.9826480295586745,1879.8646394275177,8,63.47,10,4,6,June,2021-10-06,HVAC,Occupied
ca2a92aa-9f55-4d28-b201-feb7127af135,Townhouse,4337.75,0.7843335758011252,3402.2429684313306,1,199.7,3,3,12,December,2022-02-09,Electrical,Vacant
8e6f877c-32f2-4b41-a44c-5040470a7ebc,House,3977.58,0.9770556289235661,3886.316928493798,4,140.24,10,3,10,October,2023-10-25,HVAC,Occupied
1465d18b-830b-4d16-aae8-5c1cba9d7c36,Duplex,1260.1,0.9837957116893778,1239.680976299785,2,92.54,1,4,8,August,2023-10-20,Electrical,Occupied
d65339f4-ccfb-40e5-8bd1-0ad97c98ae9e,Condo,1012.89,0.8907579311629266,902.2398008956167,12,359.73,5,4,11,November,2022-11-01,Other,Occupied
4e964b9f-a9ed-46c9-912e-3a3951614278,Condo,1348.68,0.8554817495063018,1153.7711259241592,7,226.75,4,3,1,January,2023-02-02,Structural,Occupied
6b284e35-f3c8-4e91-b36f-e144a5bfcb77,Townhouse,1081.74,0.8633778915182747,933.9504003709785,8,108.8,1,3,5,May,2023-07-04,Other,Occupied
44ffb4bf-9c44-4498-b392-07f841a579c3,Townhouse,3150.08,0.9724248102689748,3063.215946332092,5,54.37,0,5,10,October,2023-01-20,Other,Occupied
e549976a-1a73-4592-a776-d25d3d8f0a1f,House,3284.85,0.7685096878538572,2524.4390481467426,7,163.6,10,4,9,September,2023-05-07,HVAC,Vacant
04d310d9-0d42-4cfb-815c-3dbb21b7f1f4,Condo,4764.53,0.9473158359188676,4513.514719710522,4,417.9,3,1,10,October,2023-05-28,Electrical,Occupied
492168f6-81d2-47cf-a19e-c99d0bf5c344,Townhouse,4696.2,0.9043555475413882,4247.034522363867,6,475.71,3,3,10,October,2021-10-10,Plumbing,Occupied
54c0bf80-d867-42be-abc3-32d2d76c92ba,Duplex,3700.42,0.7086093041273477,2622.15204117892,8,270.45,1,5,1,January,2021-11-24,Other,Vacant
6a9d348e-8a7d-49ac-9ac9-6a4ab04c56d9,Condo,1702.16,0.7598703336209968,1293.420887076316,12,406.75,7,5,3,March,2022-10-14,Plumbing,Vacant
0bd1e412-1d0f-4530-99c4-184b89a795eb,Apartment,1210.29,0.995669974591195,1205.0494135479773,2,95.19,2,2,2,February,2021-08-23,Electrical,Occupied
1329c93a-fe33-4622-92ef-b6da31b5ac32,Townhouse,2122.78,0.9964253758819828,2115.1918594147555,6,262.18,0,3,4,April,2023-03-21,Electrical,Occupied
db4d1b0b-9ef8-4c7c-a9e4-b8e3280c5e8c,Duplex,1151.75,0.8503318833957694,979.3697467010774,5,390.26,10,2,4,April,2023-04-19,Structural,Occupied
3c82b344-a994-42b6-b47e-5e523c22cabb,House,2037.54,0.9442843120752289,1924.0170572257618,7,265.99,1,2,9,September,2022-10-11,Other,Occupied
211fb9e7-565c-4aac-a16c-09fb91986ac3,Duplex,3078.43,0.7032215625170095,2164.8183546992373,12,451.92,2,2,4,April,2023-05-01,Structural,Vacant
098f94d9-e824-45e7-bad4-e85690f3fa08,Duplex,3180.95,0.886997590899808,2821.494986772744,5,264.42,9,2,2,February,2023-08-25,Electrical,Occupied
5aa4e432-6811-41b7-9eee-8322bd60a166,Townhouse,2894.37,0.7406300275476064,2143.6573328329655,3,167.4,9,3,3,March,2024-04-08,Plumbing,Vacant
232a0145-71c7-4026-b346-ca5cb0e30ea7,House,1778.44,0.9401012109970417,1671.913597685579,3,432.19,8,4,11,November,2023-02-14,Plumbing,Occupied
9ddb6f43-db47-4077-bb64-0b0cacd0a1a3,Townhouse,1678.25,0.9032288354972291,1515.8437931732246,1,295.18,7,1,12,December,2023-08-26,Electrical,Occupied
59633295-cddc-4817-bc1a-7e06a84ede4a,Townhouse,4540.27,0.7823248219917911,3551.9659195446698,8,370.98,4,1,7,July,2024-03-29,Plumbing,Vacant
6c1d3ff5-7eba-496c-ae2b-4c2dfc87e357,Apartment,2613.68,0.7915441294684759,2068.843060309166,5,131.65,5,3,9,September,2022-08-09,Plumbing,Vacant
ca87af82-3e85-457b-aa70-9c9847465054,Duplex,1833.66,0.7630067252176468,1399.0949117625903,1,130.94,7,2,8,August,2023-12-13,Structural,Vacant
d936b335-2a77-41bc-9981-6f71a180970d,Duplex,2564.28,0.8595429300864971,2204.108744762203,10,365.63,8,4,8,August,2022-12-02,Structural,Occupied
7f64b2a0-4709-4a08-b4a8-b566bc97e932,Apartment,4056.55,0.9037978364217534,3666.301113336664,2,259.37,8,3,1,January,2022-03-17,Other,Occupied
bb46e0c2-960b-4f7c-b630-c9014b6c5f26,Duplex,1221.84,0.896387156143031,1095.2416828618009,7,430.11,8,1,7,July,2022-08-17,Other,Occupied
ee99031d-53e8-46dc-b2eb-a4ea7891e5f8,House,2326.17,0.7893163798706563,1836.0840833637246,1,105.48,2,4,12,December,2022-11-08,Electrical,Vacant
f3387504-df47-4d32-bc76-f2353812f242,Apartment,4325.63,0.887980373245842,3841.0745419234117,12,172.05,8,2,11,November,2023-10-05,HVAC,Occupied
2ab1bda5-520b-4ab0-bf1d-786859916a4b,Condo,3627.95,0.7752460928517413,2812.5540625614744,1,401.2,10,3,4,April,2022-11-07,Electrical,Vacant
c3f28621-814d-486d-901a-90a2cf9d92d5,Duplex,4399.3,0.82909587473993,3647.441481743374,12,231.77,9,4,7,July,2023-01-20,HVAC,Occupied
dd1139a6-73aa-4026-b663-ed5442c2226b,House,1946.83,0.8797738512756581,1712.7701268789895,4,288.55,7,2,9,September,2023-04-30,Structural,Occupied
0ff0b286-8442-4c1e-a5de-b393b129aa30,Duplex,4681.62,0.9040843559761087,4232.5794026248695,1,144.24,1,1,10,October,2023-06-21,Plumbing,Occupied
7d97b6b3-880b-4ba4-9fa0-19afd3599c01,Duplex,4732.2,0.9200656909822771,4353.934862866331,9,381.57,1,4,4,April,2023-01-16,Electrical,Occupied
ab9f620f-5547-4d18-b692-fc349dba6d41,Townhouse,1763.14,0.8730453007162267,1539.301091504808,7,148.82,6,2,12,December,2021-09-08,Other,Occupied
e5fd5123-b48d-43af-92f4-a0af7c439fda,Apartment,2965.08,0.7166069312290768,2124.796879648711,5,413.46,0,1,3,March,2023-07-20,Other,Vacant
1aaa2a7c-3a32-4c64-a3ee-f7fafae88b9a,House,1494.07,0.861185297602659,1286.6711175892046,12,185.64,6,2,8,August,2021-09-06,Plumbing,Occupied
8f12c489-f158-40aa-a16a-68773743aa93,Apartment,3332.4,0.9511368518515229,3169.5684451100146,2,200.71,0,1,5,May,2023-06-28,HVAC,Occupied
f2be93fe-14da-4ae3-81be-e41a7b73bdb2,Apartment,3684.3,0.8666501533720795,3192.9991600687526,9,423.08,3,2,6,June,2022-05-16,Electrical,Occupied
5cd81f4d-0e0f-4e99-836b-55896e21b656,Condo,3713.1,0.8494102815327842,3153.9453163593807,9,192.17,4,3,5,May,2023-12-28,Electrical,Occupied
aed4c1c5-7356-47f2-9bae-f02bd4313fcc,Condo,3545.79,0.8380958301891221,2971.7118137262873,4,449.77,7,4,9,September,2022-04-03,Plumbing,Occupied
9ef9567d-dcd8-4772-99e3-9b7a5ceffecd,Duplex,2268.43,0.9837709509391857,2231.6155382389766,4,138.23,7,3,6,June,2024-01-17,Structural,Occupied
eab5a4f4-fd17-408e-b9ba-24d125a7f5e3,Apartment,2281.75,0.8596613426334438,1961.5322685538606,11,73.46,7,5,9,September,2022-06-04,Other,Occupied
79d4c7e7-ed7b-452f-84da-7de50af9935d,Apartment,1544.15,0.7550059750437934,1165.8424763638736,5,465.8,7,3,3,March,2021-12-28,Electrical,Vacant
26302ccb-9512-4091-8422-fa60812af866,House,3707.94,0.7295829350727306,2705.2497482735807,3,51.6,4,5,1,January,2022-09-02,Structural,Vacant
97521c83-4300-46f5-83a0-db41b0e9bbd6,Duplex,2186.23,0.8869258203847339,1939.0238362997168,1,316.3,7,5,4,April,2023-04-07,Plumbing,Occupied
